XCoord;YCoord;OBJECTID;ID;COUNTRY;GRIDCODE;SHAPE_AREA
4349719.58913978;4490156.31614417;2114;NWS;NO;20kmE434N448;324741662.482740
4362964.82058899;4490363.94999286;2115;NWS;NO;20kmE436N448;57261962.351544
4218097.40352667;4502306.36893980;2116;NWS;NO;20kmE420N450;19744721.500629
4231160.44942748;4508808.79279757;2117;NWS;NO;20kmE422N450;320231115.831692
4248366.24415181;4509987.62963571;2118;NWS;NO;20kmE424N450;264192058.454265
4270970.67991392;4511230.86550490;2119;NWS;NO;20kmE426N450;298210980.129698
4289830.94199093;4510010.04439727;2120;NWS;NO;20kmE428N450;392709666.046937
4308766.38187267;4508815.99940579;2121;NWS;NO;20kmE430N450;154320934.857792
4322497.80457816;4515373.56228545;2122;NWS;NO;20kmE432N450;21028612.705583
4354607.24464754;4504705.04505176;2123;NWS;NO;20kmE434N450;88597084.917774
4369841.02453542;4512763.38979707;2124;NWS;NO;20kmE436N450;143326169.549710
4383728.02559028;4517862.70220873;2125;NWS;NO;20kmE438N450;27634359.486502
4236862.54003815;4523946.35413710;2126;NWS;NO;20kmE422N452;55716576.407484
4250565.77434290;4529439.59532211;2127;NWS;NO;20kmE424N452;370999819.487263
4270105.32511263;4530105.74307890;2128;NWS;NO;20kmE426N452;395300677.167285
4290000.00000000;4530000.00000000;2129;NWS;NO;20kmE428N452;400000000.000037
4308399.75219786;4533033.07112710;2130;NWS;NO;20kmE430N452;251226491.722035
4324783.45252645;4536994.73839745;2131;NWS;NO;20kmE432N452;37096168.475427
4355673.90302985;4526085.02267151;2132;NWS;NO;20kmE434N452;12141370.766307
4373651.40090930;4531378.27996474;2133;NWS;NO;20kmE436N452;141236705.264018
4385747.48095618;4526462.20109564;2134;NWS;NO;20kmE438N452;119666758.028819
4255967.33738389;4543296.03761361;2135;NWS;NO;20kmE424N454;59813134.495484
4271089.21441201;4548771.15156293;2136;NWS;NO;20kmE426N454;337449013.471151
4290000.00000000;4550000.00000000;2137;NWS;NO;20kmE428N454;399999999.999925
4309992.87609074;4550007.03155515;2138;NWS;NO;20kmE430N454;399708504.854831
4324016.05355865;4552866.71394081;2139;NWS;NO;20kmE432N454;93635925.341088
4377300.03884038;4541684.13666404;2140;NWS;NO;20kmE436N454;20397951.902643
4385808.08797594;4545555.68097952;2141;NWS;NO;20kmE438N454;94544146.830889
4277457.25768389;4562078.27311963;2142;NWS;NO;20kmE426N456;23780308.525708
4291741.00651391;4568405.14236389;2143;NWS;NO;20kmE428N456;305838680.490888
4310000.00000000;4570000.00000000;2144;NWS;NO;20kmE430N456;400000000.000000
