XCoord;YCoord;GRIDCODE;REGION
5150000.00000000;5450000.00000000;100kmE51N54;North-east Atlantic Ocean
5190000.00000000;850000.00000000;20kmE518N84;Mediterranean Sea
5210000.00000000;850000.00000000;20kmE520N84;Mediterranean Sea
5230000.00000000;850000.00000000;20kmE522N84;Mediterranean Sea
5150000.00000000;870000.00000000;20kmE514N86;Mediterranean Sea
5170000.00000000;870000.00000000;20kmE516N86;Mediterranean Sea
5190000.00000000;870000.00000000;20kmE518N86;Mediterranean Sea
5210000.00000000;870000.00000000;20kmE520N86;Mediterranean Sea
5230000.00000000;870000.00000000;20kmE522N86;Mediterranean Sea
5250000.00000000;870000.00000000;20kmE524N86;Mediterranean Sea
5270000.00000000;870000.00000000;20kmE526N86;Mediterranean Sea
5110000.00000000;890000.00000000;20kmE510N88;Mediterranean Sea
5130000.00000000;890000.00000000;20kmE512N88;Mediterranean Sea
5150000.00000000;890000.00000000;20kmE514N88;Mediterranean Sea
5170000.00000000;890000.00000000;20kmE516N88;Mediterranean Sea
5230000.00000000;890000.00000000;20kmE522N88;Mediterranean Sea
5250000.00000000;890000.00000000;20kmE524N88;Mediterranean Sea
5270000.00000000;890000.00000000;20kmE526N88;Mediterranean Sea
5290000.00000000;890000.00000000;20kmE528N88;Mediterranean Sea
5050000.00000000;910000.00000000;20kmE504N90;Mediterranean Sea
5070000.00000000;910000.00000000;20kmE506N90;Mediterranean Sea
5090000.00000000;910000.00000000;20kmE508N90;Mediterranean Sea
5110000.00000000;910000.00000000;20kmE510N90;Mediterranean Sea
5130000.00000000;910000.00000000;20kmE512N90;Mediterranean Sea
5270000.00000000;910000.00000000;20kmE526N90;Mediterranean Sea
5290000.00000000;910000.00000000;20kmE528N90;Mediterranean Sea
1790000.00000000;930000.00000000;20kmE178N92;North-east Atlantic Ocean
1910000.00000000;930000.00000000;20kmE190N92;North-east Atlantic Ocean
1930000.00000000;930000.00000000;20kmE192N92;North-east Atlantic Ocean
4890000.00000000;930000.00000000;20kmE488N92;Mediterranean Sea
4910000.00000000;930000.00000000;20kmE490N92;Mediterranean Sea
4930000.00000000;930000.00000000;20kmE492N92;Mediterranean Sea
4950000.00000000;930000.00000000;20kmE494N92;Mediterranean Sea
4970000.00000000;930000.00000000;20kmE496N92;Mediterranean Sea
4990000.00000000;930000.00000000;20kmE498N92;Mediterranean Sea
5010000.00000000;930000.00000000;20kmE500N92;Mediterranean Sea
5030000.00000000;930000.00000000;20kmE502N92;Mediterranean Sea
5050000.00000000;930000.00000000;20kmE504N92;Mediterranean Sea
5070000.00000000;930000.00000000;20kmE506N92;Mediterranean Sea
5090000.00000000;930000.00000000;20kmE508N92;Mediterranean Sea
5270000.00000000;930000.00000000;20kmE526N92;Mediterranean Sea
5290000.00000000;930000.00000000;20kmE528N92;Mediterranean Sea
5310000.00000000;930000.00000000;20kmE530N92;Mediterranean Sea
1770000.00000000;950000.00000000;20kmE176N94;North-east Atlantic Ocean
1790000.00000000;950000.00000000;20kmE178N94;North-east Atlantic Ocean
1810000.00000000;950000.00000000;20kmE180N94;North-east Atlantic Ocean
1830000.00000000;950000.00000000;20kmE182N94;North-east Atlantic Ocean
1890000.00000000;950000.00000000;20kmE188N94;North-east Atlantic Ocean
1910000.00000000;950000.00000000;20kmE190N94;North-east Atlantic Ocean
1930000.00000000;950000.00000000;20kmE192N94;North-east Atlantic Ocean
1950000.00000000;950000.00000000;20kmE194N94;North-east Atlantic Ocean
1970000.00000000;950000.00000000;20kmE196N94;North-east Atlantic Ocean
4850000.00000000;950000.00000000;20kmE484N94;Mediterranean Sea
4870000.00000000;950000.00000000;20kmE486N94;Mediterranean Sea
4890000.00000000;950000.00000000;20kmE488N94;Mediterranean Sea
4910000.00000000;950000.00000000;20kmE490N94;Mediterranean Sea
4930000.00000000;950000.00000000;20kmE492N94;Mediterranean Sea
4950000.00000000;950000.00000000;20kmE494N94;Mediterranean Sea
4970000.00000000;950000.00000000;20kmE496N94;Mediterranean Sea
4990000.00000000;950000.00000000;20kmE498N94;Mediterranean Sea
5010000.00000000;950000.00000000;20kmE500N94;Mediterranean Sea
5030000.00000000;950000.00000000;20kmE502N94;Mediterranean Sea
5290000.00000000;950000.00000000;20kmE528N94;Mediterranean Sea
5310000.00000000;950000.00000000;20kmE530N94;Mediterranean Sea
1770000.00000000;970000.00000000;20kmE176N96;North-east Atlantic Ocean
1790000.00000000;970000.00000000;20kmE178N96;North-east Atlantic Ocean
1810000.00000000;970000.00000000;20kmE180N96;North-east Atlantic Ocean
1830000.00000000;970000.00000000;20kmE182N96;North-east Atlantic Ocean
1930000.00000000;970000.00000000;20kmE192N96;North-east Atlantic Ocean
1950000.00000000;970000.00000000;20kmE194N96;North-east Atlantic Ocean
1970000.00000000;970000.00000000;20kmE196N96;North-east Atlantic Ocean
1990000.00000000;970000.00000000;20kmE198N96;North-east Atlantic Ocean
4850000.00000000;970000.00000000;20kmE484N96;Mediterranean Sea
4870000.00000000;970000.00000000;20kmE486N96;Mediterranean Sea
5290000.00000000;970000.00000000;20kmE528N96;Mediterranean Sea
5310000.00000000;970000.00000000;20kmE530N96;Mediterranean Sea
1710000.00000000;990000.00000000;20kmE170N98;North-east Atlantic Ocean
1770000.00000000;990000.00000000;20kmE176N98;North-east Atlantic Ocean
1790000.00000000;990000.00000000;20kmE178N98;North-east Atlantic Ocean
1810000.00000000;990000.00000000;20kmE180N98;North-east Atlantic Ocean
1830000.00000000;990000.00000000;20kmE182N98;North-east Atlantic Ocean
1950000.00000000;990000.00000000;20kmE194N98;North-east Atlantic Ocean
1970000.00000000;990000.00000000;20kmE196N98;North-east Atlantic Ocean
1990000.00000000;990000.00000000;20kmE198N98;North-east Atlantic Ocean
4830000.00000000;990000.00000000;20kmE482N98;Mediterranean Sea
4850000.00000000;990000.00000000;20kmE484N98;Mediterranean Sea
5270000.00000000;990000.00000000;20kmE526N98;Mediterranean Sea
5290000.00000000;990000.00000000;20kmE528N98;Mediterranean Sea
5310000.00000000;990000.00000000;20kmE530N98;Mediterranean Sea
1550000.00000000;1010000.00000000;20kmE154N100;North-east Atlantic Ocean
1570000.00000000;1010000.00000000;20kmE156N100;North-east Atlantic Ocean
1690000.00000000;1010000.00000000;20kmE168N100;North-east Atlantic Ocean
1710000.00000000;1010000.00000000;20kmE170N100;North-east Atlantic Ocean
1730000.00000000;1010000.00000000;20kmE172N100;North-east Atlantic Ocean
1790000.00000000;1010000.00000000;20kmE178N100;North-east Atlantic Ocean
1810000.00000000;1010000.00000000;20kmE180N100;North-east Atlantic Ocean
1950000.00000000;1010000.00000000;20kmE194N100;North-east Atlantic Ocean
1970000.00000000;1010000.00000000;20kmE196N100;North-east Atlantic Ocean
1990000.00000000;1010000.00000000;20kmE198N100;North-east Atlantic Ocean
2010000.00000000;1010000.00000000;20kmE200N100;North-east Atlantic Ocean
2030000.00000000;1010000.00000000;20kmE202N100;North-east Atlantic Ocean
4830000.00000000;1010000.00000000;20kmE482N100;Mediterranean Sea
4850000.00000000;1010000.00000000;20kmE484N100;Mediterranean Sea
5270000.00000000;1010000.00000000;20kmE526N100;Mediterranean Sea
5290000.00000000;1010000.00000000;20kmE528N100;Mediterranean Sea
1530000.00000000;1030000.00000000;20kmE152N102;North-east Atlantic Ocean
1550000.00000000;1030000.00000000;20kmE154N102;North-east Atlantic Ocean
1570000.00000000;1030000.00000000;20kmE156N102;North-east Atlantic Ocean
1590000.00000000;1030000.00000000;20kmE158N102;North-east Atlantic Ocean
1630000.00000000;1030000.00000000;20kmE162N102;North-east Atlantic Ocean
1650000.00000000;1030000.00000000;20kmE164N102;North-east Atlantic Ocean
1670000.00000000;1030000.00000000;20kmE166N102;North-east Atlantic Ocean
1690000.00000000;1030000.00000000;20kmE168N102;North-east Atlantic Ocean
1710000.00000000;1030000.00000000;20kmE170N102;North-east Atlantic Ocean
1730000.00000000;1030000.00000000;20kmE172N102;North-east Atlantic Ocean
1750000.00000000;1030000.00000000;20kmE174N102;North-east Atlantic Ocean
1990000.00000000;1030000.00000000;20kmE198N102;North-east Atlantic Ocean
2010000.00000000;1030000.00000000;20kmE200N102;North-east Atlantic Ocean
2030000.00000000;1030000.00000000;20kmE202N102;North-east Atlantic Ocean
2050000.00000000;1030000.00000000;20kmE204N102;North-east Atlantic Ocean
4830000.00000000;1030000.00000000;20kmE482N102;Mediterranean Sea
4850000.00000000;1030000.00000000;20kmE484N102;Mediterranean Sea
5270000.00000000;1030000.00000000;20kmE526N102;Mediterranean Sea
5290000.00000000;1030000.00000000;20kmE528N102;Mediterranean Sea
1550000.00000000;1050000.00000000;20kmE154N104;North-east Atlantic Ocean
1570000.00000000;1050000.00000000;20kmE156N104;North-east Atlantic Ocean
1590000.00000000;1050000.00000000;20kmE158N104;North-east Atlantic Ocean
1630000.00000000;1050000.00000000;20kmE162N104;North-east Atlantic Ocean
1650000.00000000;1050000.00000000;20kmE164N104;North-east Atlantic Ocean
1670000.00000000;1050000.00000000;20kmE166N104;North-east Atlantic Ocean
1690000.00000000;1050000.00000000;20kmE168N104;North-east Atlantic Ocean
1710000.00000000;1050000.00000000;20kmE170N104;North-east Atlantic Ocean
1730000.00000000;1050000.00000000;20kmE172N104;North-east Atlantic Ocean
1750000.00000000;1050000.00000000;20kmE174N104;North-east Atlantic Ocean
1770000.00000000;1050000.00000000;20kmE176N104;North-east Atlantic Ocean
1990000.00000000;1050000.00000000;20kmE198N104;North-east Atlantic Ocean
2010000.00000000;1050000.00000000;20kmE200N104;North-east Atlantic Ocean
2030000.00000000;1050000.00000000;20kmE202N104;North-east Atlantic Ocean
2050000.00000000;1050000.00000000;20kmE204N104;North-east Atlantic Ocean
4750000.00000000;1050000.00000000;20kmE474N104;Mediterranean Sea
4770000.00000000;1050000.00000000;20kmE476N104;Mediterranean Sea
4790000.00000000;1050000.00000000;20kmE478N104;Mediterranean Sea
4810000.00000000;1050000.00000000;20kmE480N104;Mediterranean Sea
4830000.00000000;1050000.00000000;20kmE482N104;Mediterranean Sea
5270000.00000000;1050000.00000000;20kmE526N104;Mediterranean Sea
5290000.00000000;1050000.00000000;20kmE528N104;Mediterranean Sea
1650000.00000000;1070000.00000000;20kmE164N106;North-east Atlantic Ocean
1670000.00000000;1070000.00000000;20kmE166N106;North-east Atlantic Ocean
1690000.00000000;1070000.00000000;20kmE168N106;North-east Atlantic Ocean
1710000.00000000;1070000.00000000;20kmE170N106;North-east Atlantic Ocean
1730000.00000000;1070000.00000000;20kmE172N106;North-east Atlantic Ocean
1750000.00000000;1070000.00000000;20kmE174N106;North-east Atlantic Ocean
1770000.00000000;1070000.00000000;20kmE176N106;North-east Atlantic Ocean
4710000.00000000;1070000.00000000;20kmE470N106;Mediterranean Sea
4730000.00000000;1070000.00000000;20kmE472N106;Mediterranean Sea
4750000.00000000;1070000.00000000;20kmE474N106;Mediterranean Sea
4770000.00000000;1070000.00000000;20kmE476N106;Mediterranean Sea
4790000.00000000;1070000.00000000;20kmE478N106;Mediterranean Sea
4810000.00000000;1070000.00000000;20kmE480N106;Mediterranean Sea
4830000.00000000;1070000.00000000;20kmE482N106;Mediterranean Sea
5270000.00000000;1070000.00000000;20kmE526N106;Mediterranean Sea
5290000.00000000;1070000.00000000;20kmE528N106;Mediterranean Sea
5790000.00000000;1070000.00000000;20kmE578N106;Mediterranean Sea
1590000.00000000;1090000.00000000;20kmE158N108;North-east Atlantic Ocean
1610000.00000000;1090000.00000000;20kmE160N108;North-east Atlantic Ocean
4510000.00000000;1090000.00000000;20kmE450N108;Mediterranean Sea
4530000.00000000;1090000.00000000;20kmE452N108;Mediterranean Sea
4550000.00000000;1090000.00000000;20kmE454N108;Mediterranean Sea
4570000.00000000;1090000.00000000;20kmE456N108;Mediterranean Sea
4590000.00000000;1090000.00000000;20kmE458N108;Mediterranean Sea
4610000.00000000;1090000.00000000;20kmE460N108;Mediterranean Sea
4630000.00000000;1090000.00000000;20kmE462N108;Mediterranean Sea
4650000.00000000;1090000.00000000;20kmE464N108;Mediterranean Sea
4670000.00000000;1090000.00000000;20kmE466N108;Mediterranean Sea
4690000.00000000;1090000.00000000;20kmE468N108;Mediterranean Sea
4710000.00000000;1090000.00000000;20kmE470N108;Mediterranean Sea
4730000.00000000;1090000.00000000;20kmE472N108;Mediterranean Sea
4750000.00000000;1090000.00000000;20kmE474N108;Mediterranean Sea
5270000.00000000;1090000.00000000;20kmE526N108;Mediterranean Sea
5290000.00000000;1090000.00000000;20kmE528N108;Mediterranean Sea
5310000.00000000;1090000.00000000;20kmE530N108;Mediterranean Sea
5770000.00000000;1090000.00000000;20kmE576N108;Mediterranean Sea
5790000.00000000;1090000.00000000;20kmE578N108;Mediterranean Sea
5810000.00000000;1090000.00000000;20kmE580N108;Mediterranean Sea
5830000.00000000;1090000.00000000;20kmE582N108;Mediterranean Sea
5990000.00000000;1090000.00000000;20kmE598N108;Mediterranean Sea
6010000.00000000;1090000.00000000;20kmE600N108;Mediterranean Sea
6030000.00000000;1090000.00000000;20kmE602N108;Mediterranean Sea
6050000.00000000;1090000.00000000;20kmE604N108;Mediterranean Sea
6070000.00000000;1090000.00000000;20kmE606N108;Mediterranean Sea
6090000.00000000;1090000.00000000;20kmE608N108;Mediterranean Sea
6110000.00000000;1090000.00000000;20kmE610N108;Mediterranean Sea
6130000.00000000;1090000.00000000;20kmE612N108;Mediterranean Sea
6150000.00000000;1090000.00000000;20kmE614N108;Mediterranean Sea
6170000.00000000;1090000.00000000;20kmE616N108;Mediterranean Sea
6190000.00000000;1090000.00000000;20kmE618N108;Mediterranean Sea
1590000.00000000;1110000.00000000;20kmE158N110;North-east Atlantic Ocean
1610000.00000000;1110000.00000000;20kmE160N110;North-east Atlantic Ocean
1630000.00000000;1110000.00000000;20kmE162N110;North-east Atlantic Ocean
4450000.00000000;1110000.00000000;20kmE444N110;Mediterranean Sea
4470000.00000000;1110000.00000000;20kmE446N110;Mediterranean Sea
4490000.00000000;1110000.00000000;20kmE448N110;Mediterranean Sea
4510000.00000000;1110000.00000000;20kmE450N110;Mediterranean Sea
4530000.00000000;1110000.00000000;20kmE452N110;Mediterranean Sea
4550000.00000000;1110000.00000000;20kmE454N110;Mediterranean Sea
4570000.00000000;1110000.00000000;20kmE456N110;Mediterranean Sea
4590000.00000000;1110000.00000000;20kmE458N110;Mediterranean Sea
4610000.00000000;1110000.00000000;20kmE460N110;Mediterranean Sea
4630000.00000000;1110000.00000000;20kmE462N110;Mediterranean Sea
4650000.00000000;1110000.00000000;20kmE464N110;Mediterranean Sea
4670000.00000000;1110000.00000000;20kmE466N110;Mediterranean Sea
4690000.00000000;1110000.00000000;20kmE468N110;Mediterranean Sea
5290000.00000000;1110000.00000000;20kmE528N110;Mediterranean Sea
5310000.00000000;1110000.00000000;20kmE530N110;Mediterranean Sea
5330000.00000000;1110000.00000000;20kmE532N110;Mediterranean Sea
5590000.00000000;1110000.00000000;20kmE558N110;Mediterranean Sea
5610000.00000000;1110000.00000000;20kmE560N110;Mediterranean Sea
5650000.00000000;1110000.00000000;20kmE564N110;Mediterranean Sea
5670000.00000000;1110000.00000000;20kmE566N110;Mediterranean Sea
5690000.00000000;1110000.00000000;20kmE568N110;Mediterranean Sea
5710000.00000000;1110000.00000000;20kmE570N110;Mediterranean Sea
5750000.00000000;1110000.00000000;20kmE574N110;Mediterranean Sea
5770000.00000000;1110000.00000000;20kmE576N110;Mediterranean Sea
5790000.00000000;1110000.00000000;20kmE578N110;Mediterranean Sea
5810000.00000000;1110000.00000000;20kmE580N110;Mediterranean Sea
5830000.00000000;1110000.00000000;20kmE582N110;Mediterranean Sea
5850000.00000000;1110000.00000000;20kmE584N110;Mediterranean Sea
5870000.00000000;1110000.00000000;20kmE586N110;Mediterranean Sea
5890000.00000000;1110000.00000000;20kmE588N110;Mediterranean Sea
5910000.00000000;1110000.00000000;20kmE590N110;Mediterranean Sea
5930000.00000000;1110000.00000000;20kmE592N110;Mediterranean Sea
5950000.00000000;1110000.00000000;20kmE594N110;Mediterranean Sea
5970000.00000000;1110000.00000000;20kmE596N110;Mediterranean Sea
5990000.00000000;1110000.00000000;20kmE598N110;Mediterranean Sea
6010000.00000000;1110000.00000000;20kmE600N110;Mediterranean Sea
6030000.00000000;1110000.00000000;20kmE602N110;Mediterranean Sea
6050000.00000000;1110000.00000000;20kmE604N110;Mediterranean Sea
6070000.00000000;1110000.00000000;20kmE606N110;Mediterranean Sea
6090000.00000000;1110000.00000000;20kmE608N110;Mediterranean Sea
6110000.00000000;1110000.00000000;20kmE610N110;Mediterranean Sea
6130000.00000000;1110000.00000000;20kmE612N110;Mediterranean Sea
6150000.00000000;1110000.00000000;20kmE614N110;Mediterranean Sea
6170000.00000000;1110000.00000000;20kmE616N110;Mediterranean Sea
6190000.00000000;1110000.00000000;20kmE618N110;Mediterranean Sea
6210000.00000000;1110000.00000000;20kmE620N110;Mediterranean Sea
1590000.00000000;1130000.00000000;20kmE158N112;North-east Atlantic Ocean
1610000.00000000;1130000.00000000;20kmE160N112;North-east Atlantic Ocean
1630000.00000000;1130000.00000000;20kmE162N112;North-east Atlantic Ocean
4410000.00000000;1130000.00000000;20kmE440N112;Mediterranean Sea
4430000.00000000;1130000.00000000;20kmE442N112;Mediterranean Sea
4450000.00000000;1130000.00000000;20kmE444N112;Mediterranean Sea
4470000.00000000;1130000.00000000;20kmE446N112;Mediterranean Sea
4490000.00000000;1130000.00000000;20kmE448N112;Mediterranean Sea
4510000.00000000;1130000.00000000;20kmE450N112;Mediterranean Sea
5310000.00000000;1130000.00000000;20kmE530N112;Mediterranean Sea
5330000.00000000;1130000.00000000;20kmE532N112;Mediterranean Sea
5350000.00000000;1130000.00000000;20kmE534N112;Mediterranean Sea
5550000.00000000;1130000.00000000;20kmE554N112;Mediterranean Sea
5570000.00000000;1130000.00000000;20kmE556N112;Mediterranean Sea
5590000.00000000;1130000.00000000;20kmE558N112;Mediterranean Sea
5610000.00000000;1130000.00000000;20kmE560N112;Mediterranean Sea
5630000.00000000;1130000.00000000;20kmE562N112;Mediterranean Sea
5650000.00000000;1130000.00000000;20kmE564N112;Mediterranean Sea
5670000.00000000;1130000.00000000;20kmE566N112;Mediterranean Sea
5690000.00000000;1130000.00000000;20kmE568N112;Mediterranean Sea
5710000.00000000;1130000.00000000;20kmE570N112;Mediterranean Sea
5730000.00000000;1130000.00000000;20kmE572N112;Mediterranean Sea
5750000.00000000;1130000.00000000;20kmE574N112;Mediterranean Sea
5770000.00000000;1130000.00000000;20kmE576N112;Mediterranean Sea
5830000.00000000;1130000.00000000;20kmE582N112;Mediterranean Sea
5850000.00000000;1130000.00000000;20kmE584N112;Mediterranean Sea
5870000.00000000;1130000.00000000;20kmE586N112;Mediterranean Sea
5890000.00000000;1130000.00000000;20kmE588N112;Mediterranean Sea
5910000.00000000;1130000.00000000;20kmE590N112;Mediterranean Sea
5930000.00000000;1130000.00000000;20kmE592N112;Mediterranean Sea
5950000.00000000;1130000.00000000;20kmE594N112;Mediterranean Sea
5970000.00000000;1130000.00000000;20kmE596N112;Mediterranean Sea
5990000.00000000;1130000.00000000;20kmE598N112;Mediterranean Sea
6030000.00000000;1130000.00000000;20kmE602N112;Mediterranean Sea
6190000.00000000;1130000.00000000;20kmE618N112;Mediterranean Sea
6210000.00000000;1130000.00000000;20kmE620N112;Mediterranean Sea
6230000.00000000;1130000.00000000;20kmE622N112;Mediterranean Sea
1590000.00000000;1150000.00000000;20kmE158N114;North-east Atlantic Ocean
1610000.00000000;1150000.00000000;20kmE160N114;North-east Atlantic Ocean
1630000.00000000;1150000.00000000;20kmE162N114;North-east Atlantic Ocean
4390000.00000000;1150000.00000000;20kmE438N114;Mediterranean Sea
4410000.00000000;1150000.00000000;20kmE440N114;Mediterranean Sea
4430000.00000000;1150000.00000000;20kmE442N114;Mediterranean Sea
4450000.00000000;1150000.00000000;20kmE444N114;Mediterranean Sea
5330000.00000000;1150000.00000000;20kmE532N114;Mediterranean Sea
5350000.00000000;1150000.00000000;20kmE534N114;Mediterranean Sea
5370000.00000000;1150000.00000000;20kmE536N114;Mediterranean Sea
5390000.00000000;1150000.00000000;20kmE538N114;Mediterranean Sea
5410000.00000000;1150000.00000000;20kmE540N114;Mediterranean Sea
5550000.00000000;1150000.00000000;20kmE554N114;Mediterranean Sea
5570000.00000000;1150000.00000000;20kmE556N114;Mediterranean Sea
5590000.00000000;1150000.00000000;20kmE558N114;Mediterranean Sea
5610000.00000000;1150000.00000000;20kmE560N114;Mediterranean Sea
5630000.00000000;1150000.00000000;20kmE562N114;Mediterranean Sea
5650000.00000000;1150000.00000000;20kmE564N114;Mediterranean Sea
5710000.00000000;1150000.00000000;20kmE570N114;Mediterranean Sea
5730000.00000000;1150000.00000000;20kmE572N114;Mediterranean Sea
5750000.00000000;1150000.00000000;20kmE574N114;Mediterranean Sea
6210000.00000000;1150000.00000000;20kmE620N114;Mediterranean Sea
6230000.00000000;1150000.00000000;20kmE622N114;Mediterranean Sea
6250000.00000000;1150000.00000000;20kmE624N114;Mediterranean Sea
4350000.00000000;1170000.00000000;20kmE434N116;Mediterranean Sea
4370000.00000000;1170000.00000000;20kmE436N116;Mediterranean Sea
4390000.00000000;1170000.00000000;20kmE438N116;Mediterranean Sea
4410000.00000000;1170000.00000000;20kmE440N116;Mediterranean Sea
4430000.00000000;1170000.00000000;20kmE442N116;Mediterranean Sea
5370000.00000000;1170000.00000000;20kmE536N116;Mediterranean Sea
5390000.00000000;1170000.00000000;20kmE538N116;Mediterranean Sea
5410000.00000000;1170000.00000000;20kmE540N116;Mediterranean Sea
5430000.00000000;1170000.00000000;20kmE542N116;Mediterranean Sea
5450000.00000000;1170000.00000000;20kmE544N116;Mediterranean Sea
5470000.00000000;1170000.00000000;20kmE546N116;Mediterranean Sea
5490000.00000000;1170000.00000000;20kmE548N116;Mediterranean Sea
5510000.00000000;1170000.00000000;20kmE550N116;Mediterranean Sea
5530000.00000000;1170000.00000000;20kmE552N116;Mediterranean Sea
5550000.00000000;1170000.00000000;20kmE554N116;Mediterranean Sea
5570000.00000000;1170000.00000000;20kmE556N116;Mediterranean Sea
6210000.00000000;1170000.00000000;20kmE620N116;Mediterranean Sea
6230000.00000000;1170000.00000000;20kmE622N116;Mediterranean Sea
6250000.00000000;1170000.00000000;20kmE624N116;Mediterranean Sea
6270000.00000000;1170000.00000000;20kmE626N116;Mediterranean Sea
1810000.00000000;1190000.00000000;20kmE180N118;North-east Atlantic Ocean
1830000.00000000;1190000.00000000;20kmE182N118;North-east Atlantic Ocean
4330000.00000000;1190000.00000000;20kmE432N118;Mediterranean Sea
4350000.00000000;1190000.00000000;20kmE434N118;Mediterranean Sea
4370000.00000000;1190000.00000000;20kmE436N118;Mediterranean Sea
4390000.00000000;1190000.00000000;20kmE438N118;Mediterranean Sea
4410000.00000000;1190000.00000000;20kmE440N118;Mediterranean Sea
4430000.00000000;1190000.00000000;20kmE442N118;Mediterranean Sea
5410000.00000000;1190000.00000000;20kmE540N118;Mediterranean Sea
5430000.00000000;1190000.00000000;20kmE542N118;Mediterranean Sea
5450000.00000000;1190000.00000000;20kmE544N118;Mediterranean Sea
5470000.00000000;1190000.00000000;20kmE546N118;Mediterranean Sea
5490000.00000000;1190000.00000000;20kmE548N118;Mediterranean Sea
5510000.00000000;1190000.00000000;20kmE550N118;Mediterranean Sea
5530000.00000000;1190000.00000000;20kmE552N118;Mediterranean Sea
5550000.00000000;1190000.00000000;20kmE554N118;Mediterranean Sea
5570000.00000000;1190000.00000000;20kmE556N118;Mediterranean Sea
6230000.00000000;1190000.00000000;20kmE622N118;Mediterranean Sea
6250000.00000000;1190000.00000000;20kmE624N118;Mediterranean Sea
6270000.00000000;1190000.00000000;20kmE626N118;Mediterranean Sea
6290000.00000000;1190000.00000000;20kmE628N118;Mediterranean Sea
1810000.00000000;1210000.00000000;20kmE180N120;North-east Atlantic Ocean
1830000.00000000;1210000.00000000;20kmE182N120;North-east Atlantic Ocean
1850000.00000000;1210000.00000000;20kmE184N120;North-east Atlantic Ocean
4310000.00000000;1210000.00000000;20kmE430N120;Mediterranean Sea
4330000.00000000;1210000.00000000;20kmE432N120;Mediterranean Sea
4350000.00000000;1210000.00000000;20kmE434N120;Mediterranean Sea
4390000.00000000;1210000.00000000;20kmE438N120;Mediterranean Sea
4410000.00000000;1210000.00000000;20kmE440N120;Mediterranean Sea
4430000.00000000;1210000.00000000;20kmE442N120;Mediterranean Sea
5470000.00000000;1210000.00000000;20kmE546N120;Mediterranean Sea
6250000.00000000;1210000.00000000;20kmE624N120;Mediterranean Sea
6270000.00000000;1210000.00000000;20kmE626N120;Mediterranean Sea
6290000.00000000;1210000.00000000;20kmE628N120;Mediterranean Sea
6310000.00000000;1210000.00000000;20kmE630N120;Mediterranean Sea
6330000.00000000;1210000.00000000;20kmE632N120;Mediterranean Sea
6350000.00000000;1210000.00000000;20kmE634N120;Mediterranean Sea
6370000.00000000;1210000.00000000;20kmE636N120;Mediterranean Sea
6390000.00000000;1210000.00000000;20kmE638N120;Mediterranean Sea
6430000.00000000;1210000.00000000;20kmE642N120;Mediterranean Sea
6450000.00000000;1210000.00000000;20kmE644N120;Mediterranean Sea
6470000.00000000;1210000.00000000;20kmE646N120;Mediterranean Sea
6490000.00000000;1210000.00000000;20kmE648N120;Mediterranean Sea
6510000.00000000;1210000.00000000;20kmE650N120;Mediterranean Sea
6530000.00000000;1210000.00000000;20kmE652N120;Mediterranean Sea
1830000.00000000;1230000.00000000;20kmE182N122;North-east Atlantic Ocean
4310000.00000000;1230000.00000000;20kmE430N122;Mediterranean Sea
4330000.00000000;1230000.00000000;20kmE432N122;Mediterranean Sea
6290000.00000000;1230000.00000000;20kmE628N122;Mediterranean Sea
6310000.00000000;1230000.00000000;20kmE630N122;Mediterranean Sea
6330000.00000000;1230000.00000000;20kmE632N122;Mediterranean Sea
6350000.00000000;1230000.00000000;20kmE634N122;Mediterranean Sea
6370000.00000000;1230000.00000000;20kmE636N122;Mediterranean Sea
6390000.00000000;1230000.00000000;20kmE638N122;Mediterranean Sea
6410000.00000000;1230000.00000000;20kmE640N122;Mediterranean Sea
6430000.00000000;1230000.00000000;20kmE642N122;Mediterranean Sea
6450000.00000000;1230000.00000000;20kmE644N122;Mediterranean Sea
6470000.00000000;1230000.00000000;20kmE646N122;Mediterranean Sea
6490000.00000000;1230000.00000000;20kmE648N122;Mediterranean Sea
6510000.00000000;1230000.00000000;20kmE650N122;Mediterranean Sea
6530000.00000000;1230000.00000000;20kmE652N122;Mediterranean Sea
6550000.00000000;1230000.00000000;20kmE654N122;Mediterranean Sea
6570000.00000000;1230000.00000000;20kmE656N122;Mediterranean Sea
4310000.00000000;1250000.00000000;20kmE430N124;Mediterranean Sea
4330000.00000000;1250000.00000000;20kmE432N124;Mediterranean Sea
4350000.00000000;1250000.00000000;20kmE434N124;Mediterranean Sea
6390000.00000000;1250000.00000000;20kmE638N124;Mediterranean Sea
6410000.00000000;1250000.00000000;20kmE640N124;Mediterranean Sea
6510000.00000000;1250000.00000000;20kmE650N124;Mediterranean Sea
6530000.00000000;1250000.00000000;20kmE652N124;Mediterranean Sea
6550000.00000000;1250000.00000000;20kmE654N124;Mediterranean Sea
6570000.00000000;1250000.00000000;20kmE656N124;Mediterranean Sea
6590000.00000000;1250000.00000000;20kmE658N124;Mediterranean Sea
6610000.00000000;1250000.00000000;20kmE660N124;Mediterranean Sea
4330000.00000000;1270000.00000000;20kmE432N126;Mediterranean Sea
4350000.00000000;1270000.00000000;20kmE434N126;Mediterranean Sea
4370000.00000000;1270000.00000000;20kmE436N126;Mediterranean Sea
4390000.00000000;1270000.00000000;20kmE438N126;Mediterranean Sea
4410000.00000000;1270000.00000000;20kmE440N126;Mediterranean Sea
