XCoord;YCoord;GRIDCODE;REGION
4550000.00000000;2050000.00000000;20kmE454N204;Mediterranean Sea
4570000.00000000;2050000.00000000;20kmE456N204;Mediterranean Sea
4810000.00000000;2050000.00000000;20kmE480N204;Mediterranean Sea
4830000.00000000;2050000.00000000;20kmE482N204;Mediterranean Sea
4850000.00000000;2050000.00000000;20kmE484N204;Mediterranean Sea
4870000.00000000;2050000.00000000;20kmE486N204;Mediterranean Sea
4890000.00000000;2050000.00000000;20kmE488N204;Mediterranean Sea
5110000.00000000;2050000.00000000;20kmE510N204;Mediterranean Sea
5130000.00000000;2050000.00000000;20kmE512N204;Mediterranean Sea
5390000.00000000;2050000.00000000;20kmE538N204;Mediterranean Sea
5410000.00000000;2050000.00000000;20kmE540N204;Mediterranean Sea
5430000.00000000;2050000.00000000;20kmE542N204;Mediterranean Sea
5470000.00000000;2050000.00000000;20kmE546N204;Mediterranean Sea
5490000.00000000;2050000.00000000;20kmE548N204;Mediterranean Sea
5510000.00000000;2050000.00000000;20kmE550N204;Mediterranean Sea
5550000.00000000;2050000.00000000;20kmE554N204;Mediterranean Sea
5570000.00000000;2050000.00000000;20kmE556N204;Mediterranean Sea
5630000.00000000;2050000.00000000;20kmE562N204;Mediterranean Sea
5650000.00000000;2050000.00000000;20kmE564N204;Mediterranean Sea
5670000.00000000;2050000.00000000;20kmE566N204;Mediterranean Sea
5690000.00000000;2050000.00000000;20kmE568N204;Mediterranean Sea
5710000.00000000;2050000.00000000;20kmE570N204;Black Sea
5730000.00000000;2050000.00000000;20kmE572N204;Black Sea
2690000.00000000;2070000.00000000;20kmE268N206;North-east Atlantic Ocean
2710000.00000000;2070000.00000000;20kmE270N206;North-east Atlantic Ocean
2730000.00000000;2070000.00000000;20kmE272N206;North-east Atlantic Ocean
3630000.00000000;2070000.00000000;20kmE362N206;Mediterranean Sea
3650000.00000000;2070000.00000000;20kmE364N206;Mediterranean Sea
3670000.00000000;2070000.00000000;20kmE366N206;Mediterranean Sea
3690000.00000000;2070000.00000000;20kmE368N206;Mediterranean Sea
3710000.00000000;2070000.00000000;20kmE370N206;Mediterranean Sea
4190000.00000000;2070000.00000000;20kmE418N206;Mediterranean Sea
4210000.00000000;2070000.00000000;20kmE420N206;Mediterranean Sea
4230000.00000000;2070000.00000000;20kmE422N206;Mediterranean Sea
4250000.00000000;2070000.00000000;20kmE424N206;Mediterranean Sea
4270000.00000000;2070000.00000000;20kmE426N206;Mediterranean Sea
4290000.00000000;2070000.00000000;20kmE428N206;Mediterranean Sea
4490000.00000000;2070000.00000000;20kmE448N206;Mediterranean Sea
4510000.00000000;2070000.00000000;20kmE450N206;Mediterranean Sea
4530000.00000000;2070000.00000000;20kmE452N206;Mediterranean Sea
4810000.00000000;2070000.00000000;20kmE480N206;Mediterranean Sea
4830000.00000000;2070000.00000000;20kmE482N206;Mediterranean Sea
5110000.00000000;2070000.00000000;20kmE510N206;Mediterranean Sea
5130000.00000000;2070000.00000000;20kmE512N206;Mediterranean Sea
5470000.00000000;2070000.00000000;20kmE546N206;Mediterranean Sea
5490000.00000000;2070000.00000000;20kmE548N206;Mediterranean Sea
5510000.00000000;2070000.00000000;20kmE550N206;Mediterranean Sea
5530000.00000000;2070000.00000000;20kmE552N206;Mediterranean Sea
5550000.00000000;2070000.00000000;20kmE554N206;Mediterranean Sea
5570000.00000000;2070000.00000000;20kmE556N206;Mediterranean Sea
5610000.00000000;2070000.00000000;20kmE560N206;Mediterranean Sea
5630000.00000000;2070000.00000000;20kmE562N206;Mediterranean Sea
5650000.00000000;2070000.00000000;20kmE564N206;Mediterranean Sea
5690000.00000000;2070000.00000000;20kmE568N206;Mediterranean Sea
5710000.00000000;2070000.00000000;20kmE570N206;Mediterranean Sea
5730000.00000000;2070000.00000000;20kmE572N206;Black Sea
5749937.95525000;2070000.00000000;20kmE574N206;Black Sea
5770341.58065000;2070000.00000000;20kmE576N206;Black Sea
5790000.00000000;2070000.00000000;20kmE578N206;Black Sea
5810000.00000000;2070000.00000000;20kmE580N206;Black Sea
2710000.00000000;2090000.00000000;20kmE270N208;North-east Atlantic Ocean
2730000.00000000;2090000.00000000;20kmE272N208;North-east Atlantic Ocean
3670000.00000000;2090000.00000000;20kmE366N208;Mediterranean Sea
3690000.00000000;2090000.00000000;20kmE368N208;Mediterranean Sea
3710000.00000000;2090000.00000000;20kmE370N208;Mediterranean Sea
3730000.00000000;2090000.00000000;20kmE372N208;Mediterranean Sea
3750000.00000000;2090000.00000000;20kmE374N208;Mediterranean Sea
4190000.00000000;2090000.00000000;20kmE418N208;Mediterranean Sea
4210000.00000000;2090000.00000000;20kmE420N208;Mediterranean Sea
4230000.00000000;2090000.00000000;20kmE422N208;Mediterranean Sea
4270000.00000000;2090000.00000000;20kmE426N208;Mediterranean Sea
4290000.00000000;2090000.00000000;20kmE428N208;Mediterranean Sea
4470000.00000000;2090000.00000000;20kmE446N208;Mediterranean Sea
4490000.00000000;2090000.00000000;20kmE448N208;Mediterranean Sea
4510000.00000000;2090000.00000000;20kmE450N208;Mediterranean Sea
4750000.00000000;2090000.00000000;20kmE474N208;Mediterranean Sea
4770000.00000000;2090000.00000000;20kmE476N208;Mediterranean Sea
4790000.00000000;2090000.00000000;20kmE478N208;Mediterranean Sea
4810000.00000000;2090000.00000000;20kmE480N208;Mediterranean Sea
4830000.00000000;2090000.00000000;20kmE482N208;Mediterranean Sea
4850000.00000000;2090000.00000000;20kmE484N208;Mediterranean Sea
5090000.00000000;2090000.00000000;20kmE508N208;Mediterranean Sea
5110000.00000000;2090000.00000000;20kmE510N208;Mediterranean Sea
5130000.00000000;2090000.00000000;20kmE512N208;Mediterranean Sea
5490000.00000000;2090000.00000000;20kmE548N208;Mediterranean Sea
5510000.00000000;2090000.00000000;20kmE550N208;Mediterranean Sea
5530000.00000000;2090000.00000000;20kmE552N208;Mediterranean Sea
5550000.00000000;2090000.00000000;20kmE554N208;Mediterranean Sea
5570000.00000000;2090000.00000000;20kmE556N208;Mediterranean Sea
5590000.00000000;2090000.00000000;20kmE558N208;Mediterranean Sea
5630000.00000000;2090000.00000000;20kmE562N208;Mediterranean Sea
5670000.00000000;2090000.00000000;20kmE566N208;Mediterranean Sea
5690000.00000000;2090000.00000000;20kmE568N208;Mediterranean Sea
5710000.00000000;2090000.00000000;20kmE570N208;Mediterranean Sea
5730000.00000000;2090000.00000000;20kmE572N208;Mediterranean Sea
5749937.95525000;2090000.00000000;20kmE574N208;Black Sea
5770341.58065000;2090000.00000000;20kmE576N208;Black Sea
5790000.00000000;2090000.00000000;20kmE578N208;Black Sea
5810000.00000000;2090000.00000000;20kmE580N208;Black Sea
5830000.00000000;2090000.00000000;20kmE582N208;Black Sea
5850000.00000000;2090000.00000000;20kmE584N208;Black Sea
2710000.00000000;2110000.00000000;20kmE270N210;North-east Atlantic Ocean
2730000.00000000;2110000.00000000;20kmE272N210;North-east Atlantic Ocean
2750000.00000000;2110000.00000000;20kmE274N210;North-east Atlantic Ocean
3730000.00000000;2110000.00000000;20kmE372N210;Mediterranean Sea
3750000.00000000;2110000.00000000;20kmE374N210;Mediterranean Sea
3770000.00000000;2110000.00000000;20kmE376N210;Mediterranean Sea
4190000.00000000;2110000.00000000;20kmE418N210;Mediterranean Sea
4210000.00000000;2110000.00000000;20kmE420N210;Mediterranean Sea
4230000.00000000;2110000.00000000;20kmE422N210;Mediterranean Sea
4270000.00000000;2110000.00000000;20kmE426N210;Mediterranean Sea
4290000.00000000;2110000.00000000;20kmE428N210;Mediterranean Sea
4410000.00000000;2110000.00000000;20kmE440N210;Mediterranean Sea
4450000.00000000;2110000.00000000;20kmE444N210;Mediterranean Sea
4470000.00000000;2110000.00000000;20kmE446N210;Mediterranean Sea
4490000.00000000;2110000.00000000;20kmE448N210;Mediterranean Sea
4710000.00000000;2110000.00000000;20kmE470N210;Mediterranean Sea
4730000.00000000;2110000.00000000;20kmE472N210;Mediterranean Sea
4750000.00000000;2110000.00000000;20kmE474N210;Mediterranean Sea
4770000.00000000;2110000.00000000;20kmE476N210;Mediterranean Sea
4790000.00000000;2110000.00000000;20kmE478N210;Mediterranean Sea
4810000.00000000;2110000.00000000;20kmE480N210;Mediterranean Sea
4830000.00000000;2110000.00000000;20kmE482N210;Mediterranean Sea
4850000.00000000;2110000.00000000;20kmE484N210;Mediterranean Sea
5110000.00000000;2110000.00000000;20kmE510N210;Mediterranean Sea
5130000.00000000;2110000.00000000;20kmE512N210;Mediterranean Sea
5530000.00000000;2110000.00000000;20kmE552N210;Mediterranean Sea
5550000.00000000;2110000.00000000;20kmE554N210;Mediterranean Sea
5570000.00000000;2110000.00000000;20kmE556N210;Mediterranean Sea
5590000.00000000;2110000.00000000;20kmE558N210;Mediterranean Sea
5610000.00000000;2110000.00000000;20kmE560N210;Mediterranean Sea
5630000.00000000;2110000.00000000;20kmE562N210;Mediterranean Sea
5650000.00000000;2110000.00000000;20kmE564N210;Mediterranean Sea
5670000.00000000;2110000.00000000;20kmE566N210;Mediterranean Sea
5690000.00000000;2110000.00000000;20kmE568N210;Mediterranean Sea
5710000.00000000;2110000.00000000;20kmE570N210;Mediterranean Sea
5730000.00000000;2110000.00000000;20kmE572N210;Mediterranean Sea
5749937.95525000;2110000.00000000;20kmE574N210;Mediterranean Sea
5770341.58065000;2110000.00000000;20kmE576N210;Black Sea
5790000.00000000;2110000.00000000;20kmE578N210;Black Sea
5810000.00000000;2110000.00000000;20kmE580N210;Black Sea
5830000.00000000;2110000.00000000;20kmE582N210;Black Sea
5850000.00000000;2110000.00000000;20kmE584N210;Black Sea
5870000.00000000;2110000.00000000;20kmE586N210;Black Sea
5890000.00000000;2110000.00000000;20kmE588N210;Black Sea
5910000.00000000;2110000.00000000;20kmE590N210;Black Sea
5930000.00000000;2110000.00000000;20kmE592N210;Black Sea
2730000.00000000;2130000.00000000;20kmE272N212;North-east Atlantic Ocean
2750000.00000000;2130000.00000000;20kmE274N212;North-east Atlantic Ocean
3750000.00000000;2130000.00000000;20kmE374N212;Mediterranean Sea
3770000.00000000;2130000.00000000;20kmE376N212;Mediterranean Sea
4190000.00000000;2130000.00000000;20kmE418N212;Mediterranean Sea
4210000.00000000;2130000.00000000;20kmE420N212;Mediterranean Sea
4230000.00000000;2130000.00000000;20kmE422N212;Mediterranean Sea
4270000.00000000;2130000.00000000;20kmE426N212;Mediterranean Sea
4290000.00000000;2130000.00000000;20kmE428N212;Mediterranean Sea
4330000.00000000;2130000.00000000;20kmE432N212;Mediterranean Sea
4350000.00000000;2130000.00000000;20kmE434N212;Mediterranean Sea
4390000.00000000;2130000.00000000;20kmE438N212;Mediterranean Sea
4410000.00000000;2130000.00000000;20kmE440N212;Mediterranean Sea
4430000.00000000;2130000.00000000;20kmE442N212;Mediterranean Sea
4450000.00000000;2130000.00000000;20kmE444N212;Mediterranean Sea
4470000.00000000;2130000.00000000;20kmE446N212;Mediterranean Sea
4690000.00000000;2130000.00000000;20kmE468N212;Mediterranean Sea
4710000.00000000;2130000.00000000;20kmE470N212;Mediterranean Sea
4730000.00000000;2130000.00000000;20kmE472N212;Mediterranean Sea
4770000.00000000;2130000.00000000;20kmE476N212;Mediterranean Sea
4790000.00000000;2130000.00000000;20kmE478N212;Mediterranean Sea
4810000.00000000;2130000.00000000;20kmE480N212;Mediterranean Sea
4830000.00000000;2130000.00000000;20kmE482N212;Mediterranean Sea
5070000.00000000;2130000.00000000;20kmE506N212;Mediterranean Sea
5090000.00000000;2130000.00000000;20kmE508N212;Mediterranean Sea
5110000.00000000;2130000.00000000;20kmE510N212;Mediterranean Sea
5130000.00000000;2130000.00000000;20kmE512N212;Mediterranean Sea
5570000.00000000;2130000.00000000;20kmE556N212;Mediterranean Sea
5590000.00000000;2130000.00000000;20kmE558N212;Mediterranean Sea
5610000.00000000;2130000.00000000;20kmE560N212;Mediterranean Sea
5650000.00000000;2130000.00000000;20kmE564N212;Mediterranean Sea
5670000.00000000;2130000.00000000;20kmE566N212;Mediterranean Sea
5770341.58065000;2130000.00000000;20kmE576N212;Black Sea
5790000.00000000;2130000.00000000;20kmE578N212;Black Sea
5810000.00000000;2130000.00000000;20kmE580N212;Black Sea
5830000.00000000;2130000.00000000;20kmE582N212;Black Sea
5850000.00000000;2130000.00000000;20kmE584N212;Black Sea
5870000.00000000;2130000.00000000;20kmE586N212;Black Sea
5890000.00000000;2130000.00000000;20kmE588N212;Black Sea
5910000.00000000;2130000.00000000;20kmE590N212;Black Sea
5930000.00000000;2130000.00000000;20kmE592N212;Black Sea
5950000.00000000;2130000.00000000;20kmE594N212;Black Sea
2730000.00000000;2150000.00000000;20kmE272N214;North-east Atlantic Ocean
2750000.00000000;2150000.00000000;20kmE274N214;North-east Atlantic Ocean
2770000.00000000;2150000.00000000;20kmE276N214;North-east Atlantic Ocean
3750000.00000000;2150000.00000000;20kmE374N214;Mediterranean Sea
3770000.00000000;2150000.00000000;20kmE376N214;Mediterranean Sea
4190000.00000000;2150000.00000000;20kmE418N214;Mediterranean Sea
4210000.00000000;2150000.00000000;20kmE420N214;Mediterranean Sea
4230000.00000000;2150000.00000000;20kmE422N214;Mediterranean Sea
4270000.00000000;2150000.00000000;20kmE426N214;Mediterranean Sea
4290000.00000000;2150000.00000000;20kmE428N214;Mediterranean Sea
4330000.00000000;2150000.00000000;20kmE432N214;Mediterranean Sea
4350000.00000000;2150000.00000000;20kmE434N214;Mediterranean Sea
4390000.00000000;2150000.00000000;20kmE438N214;Mediterranean Sea
4410000.00000000;2150000.00000000;20kmE440N214;Mediterranean Sea
4430000.00000000;2150000.00000000;20kmE442N214;Mediterranean Sea
4450000.00000000;2150000.00000000;20kmE444N214;Mediterranean Sea
4670000.00000000;2150000.00000000;20kmE466N214;Mediterranean Sea
4690000.00000000;2150000.00000000;20kmE468N214;Mediterranean Sea
4710000.00000000;2150000.00000000;20kmE470N214;Mediterranean Sea
4770000.00000000;2150000.00000000;20kmE476N214;Mediterranean Sea
4790000.00000000;2150000.00000000;20kmE478N214;Mediterranean Sea
4810000.00000000;2150000.00000000;20kmE480N214;Mediterranean Sea
4830000.00000000;2150000.00000000;20kmE482N214;Mediterranean Sea
4850000.00000000;2150000.00000000;20kmE484N214;Mediterranean Sea
5050000.00000000;2150000.00000000;20kmE504N214;Mediterranean Sea
5070000.00000000;2150000.00000000;20kmE506N214;Mediterranean Sea
5090000.00000000;2150000.00000000;20kmE508N214;Mediterranean Sea
5110000.00000000;2150000.00000000;20kmE510N214;Mediterranean Sea
5770341.58065000;2150000.00000000;20kmE576N214;Black Sea
5790000.00000000;2150000.00000000;20kmE578N214;Black Sea
5810000.00000000;2150000.00000000;20kmE580N214;Black Sea
5830000.00000000;2150000.00000000;20kmE582N214;Black Sea
5870000.00000000;2150000.00000000;20kmE586N214;Black Sea
5890000.00000000;2150000.00000000;20kmE588N214;Black Sea
5910000.00000000;2150000.00000000;20kmE590N214;Black Sea
5930000.00000000;2150000.00000000;20kmE592N214;Black Sea
5950000.00000000;2150000.00000000;20kmE594N214;Black Sea
5970000.00000000;2150000.00000000;20kmE596N214;Black Sea
2750000.00000000;2170000.00000000;20kmE274N216;North-east Atlantic Ocean
2770000.00000000;2170000.00000000;20kmE276N216;North-east Atlantic Ocean
3750000.00000000;2170000.00000000;20kmE374N216;Mediterranean Sea
3770000.00000000;2170000.00000000;20kmE376N216;Mediterranean Sea
4210000.00000000;2170000.00000000;20kmE420N216;Mediterranean Sea
4230000.00000000;2170000.00000000;20kmE422N216;Mediterranean Sea
4250000.00000000;2170000.00000000;20kmE424N216;Mediterranean Sea
4270000.00000000;2170000.00000000;20kmE426N216;Mediterranean Sea
4290000.00000000;2170000.00000000;20kmE428N216;Mediterranean Sea
4310000.00000000;2170000.00000000;20kmE430N216;Mediterranean Sea
4330000.00000000;2170000.00000000;20kmE432N216;Mediterranean Sea
4350000.00000000;2170000.00000000;20kmE434N216;Mediterranean Sea
4370000.00000000;2170000.00000000;20kmE436N216;Mediterranean Sea
4390000.00000000;2170000.00000000;20kmE438N216;Mediterranean Sea
4410000.00000000;2170000.00000000;20kmE440N216;Mediterranean Sea
4430000.00000000;2170000.00000000;20kmE442N216;Mediterranean Sea
4650000.00000000;2170000.00000000;20kmE464N216;Mediterranean Sea
4670000.00000000;2170000.00000000;20kmE466N216;Mediterranean Sea
4690000.00000000;2170000.00000000;20kmE468N216;Mediterranean Sea
4830000.00000000;2170000.00000000;20kmE482N216;Mediterranean Sea
4850000.00000000;2170000.00000000;20kmE484N216;Mediterranean Sea
5010000.00000000;2170000.00000000;20kmE500N216;Mediterranean Sea
5030000.00000000;2170000.00000000;20kmE502N216;Mediterranean Sea
5050000.00000000;2170000.00000000;20kmE504N216;Mediterranean Sea
5070000.00000000;2170000.00000000;20kmE506N216;Mediterranean Sea
5790000.00000000;2170000.00000000;20kmE578N216;Black Sea
5810000.00000000;2170000.00000000;20kmE580N216;Black Sea
5830000.00000000;2170000.00000000;20kmE582N216;Black Sea
5850000.00000000;2170000.00000000;20kmE584N216;Black Sea
5870000.00000000;2170000.00000000;20kmE586N216;Black Sea
5890000.00000000;2170000.00000000;20kmE588N216;Black Sea
5910000.00000000;2170000.00000000;20kmE590N216;Black Sea
5930000.00000000;2170000.00000000;20kmE592N216;Black Sea
5950000.00000000;2170000.00000000;20kmE594N216;Black Sea
5970000.00000000;2170000.00000000;20kmE596N216;Black Sea
5990000.00000000;2170000.00000000;20kmE598N216;Black Sea
2750000.00000000;2190000.00000000;20kmE274N218;North-east Atlantic Ocean
2770000.00000000;2190000.00000000;20kmE276N218;North-east Atlantic Ocean
3730000.00000000;2190000.00000000;20kmE372N218;Mediterranean Sea
3750000.00000000;2190000.00000000;20kmE374N218;Mediterranean Sea
3770000.00000000;2190000.00000000;20kmE376N218;Mediterranean Sea
4230000.00000000;2190000.00000000;20kmE422N218;Mediterranean Sea
4250000.00000000;2190000.00000000;20kmE424N218;Mediterranean Sea
4270000.00000000;2190000.00000000;20kmE426N218;Mediterranean Sea
4290000.00000000;2190000.00000000;20kmE428N218;Mediterranean Sea
4310000.00000000;2190000.00000000;20kmE430N218;Mediterranean Sea
4330000.00000000;2190000.00000000;20kmE432N218;Mediterranean Sea
4350000.00000000;2190000.00000000;20kmE434N218;Mediterranean Sea
4370000.00000000;2190000.00000000;20kmE436N218;Mediterranean Sea
4390000.00000000;2190000.00000000;20kmE438N218;Mediterranean Sea
4410000.00000000;2190000.00000000;20kmE440N218;Mediterranean Sea
4630000.00000000;2190000.00000000;20kmE462N218;Mediterranean Sea
4650000.00000000;2190000.00000000;20kmE464N218;Mediterranean Sea
4670000.00000000;2190000.00000000;20kmE466N218;Mediterranean Sea
4850000.00000000;2190000.00000000;20kmE484N218;Mediterranean Sea
4870000.00000000;2190000.00000000;20kmE486N218;Mediterranean Sea
4890000.00000000;2190000.00000000;20kmE488N218;Mediterranean Sea
4950000.00000000;2190000.00000000;20kmE494N218;Mediterranean Sea
4970000.00000000;2190000.00000000;20kmE496N218;Mediterranean Sea
4990000.00000000;2190000.00000000;20kmE498N218;Mediterranean Sea
5010000.00000000;2190000.00000000;20kmE500N218;Mediterranean Sea
5030000.00000000;2190000.00000000;20kmE502N218;Mediterranean Sea
5050000.00000000;2190000.00000000;20kmE504N218;Mediterranean Sea
5830000.00000000;2190000.00000000;20kmE582N218;Black Sea
5850000.00000000;2190000.00000000;20kmE584N218;Black Sea
5870000.00000000;2190000.00000000;20kmE586N218;Black Sea
5890000.00000000;2190000.00000000;20kmE588N218;Black Sea
5910000.00000000;2190000.00000000;20kmE590N218;Black Sea
5930000.00000000;2190000.00000000;20kmE592N218;Black Sea
5950000.00000000;2190000.00000000;20kmE594N218;Black Sea
5970000.00000000;2190000.00000000;20kmE596N218;Black Sea
5990000.00000000;2190000.00000000;20kmE598N218;Black Sea
2750000.00000000;2210000.00000000;20kmE274N220;North-east Atlantic Ocean
2770000.00000000;2210000.00000000;20kmE276N220;North-east Atlantic Ocean
3730000.00000000;2210000.00000000;20kmE372N220;Mediterranean Sea
3750000.00000000;2210000.00000000;20kmE374N220;Mediterranean Sea
4210000.00000000;2370000.00000000;20kmE420N236;Mediterranean Sea
4230000.00000000;2370000.00000000;20kmE422N236;Mediterranean Sea
4250000.00000000;2370000.00000000;20kmE424N236;Mediterranean Sea
4270000.00000000;2370000.00000000;20kmE426N236;Mediterranean Sea
4490000.00000000;2370000.00000000;20kmE448N236;Mediterranean Sea
4510000.00000000;2370000.00000000;20kmE450N236;Mediterranean Sea
4670000.00000000;2370000.00000000;20kmE466N236;Mediterranean Sea
4690000.00000000;2370000.00000000;20kmE468N236;Mediterranean Sea
4710000.00000000;2370000.00000000;20kmE470N236;Mediterranean Sea
4730000.00000000;2370000.00000000;20kmE472N236;Mediterranean Sea
4750000.00000000;2370000.00000000;20kmE474N236;Mediterranean Sea
4770000.00000000;2370000.00000000;20kmE476N236;Mediterranean Sea
5770000.00000000;2370000.00000000;20kmE576N236;Black Sea
5790000.00000000;2370000.00000000;20kmE578N236;Black Sea
6170000.00000000;2370000.00000000;20kmE616N236;Black Sea
6190000.00000000;2370000.00000000;20kmE618N236;Black Sea
6210000.00000000;2370000.00000000;20kmE620N236;Black Sea
1270000.00000000;2390000.00000000;20kmE126N238;North-east Atlantic Ocean
1290000.00000000;2390000.00000000;20kmE128N238;North-east Atlantic Ocean
2750000.00000000;2390000.00000000;20kmE274N238;North-east Atlantic Ocean
2770000.00000000;2390000.00000000;20kmE276N238;North-east Atlantic Ocean
2790000.00000000;2390000.00000000;20kmE278N238;North-east Atlantic Ocean
2810000.00000000;2390000.00000000;20kmE280N238;North-east Atlantic Ocean
3050000.00000000;2390000.00000000;20kmE304N238;North-east Atlantic Ocean
3070000.00000000;2390000.00000000;20kmE306N238;North-east Atlantic Ocean
3090000.00000000;2390000.00000000;20kmE308N238;North-east Atlantic Ocean
3110000.00000000;2390000.00000000;20kmE310N238;North-east Atlantic Ocean
3130000.00000000;2390000.00000000;20kmE312N238;North-east Atlantic Ocean
3410000.00000000;2390000.00000000;20kmE340N238;North-east Atlantic Ocean
3430000.00000000;2390000.00000000;20kmE342N238;North-east Atlantic Ocean
4470000.00000000;2390000.00000000;20kmE446N238;Mediterranean Sea
4490000.00000000;2390000.00000000;20kmE448N238;Mediterranean Sea
4510000.00000000;2390000.00000000;20kmE450N238;Mediterranean Sea
4650000.00000000;2390000.00000000;20kmE464N238;Mediterranean Sea
4670000.00000000;2390000.00000000;20kmE466N238;Mediterranean Sea
4690000.00000000;2390000.00000000;20kmE468N238;Mediterranean Sea
4710000.00000000;2390000.00000000;20kmE470N238;Mediterranean Sea
4730000.00000000;2390000.00000000;20kmE472N238;Mediterranean Sea
4750000.00000000;2390000.00000000;20kmE474N238;Mediterranean Sea
5750000.00000000;2390000.00000000;20kmE574N238;Black Sea
5770000.00000000;2390000.00000000;20kmE576N238;Black Sea
6190000.00000000;2390000.00000000;20kmE618N238;Black Sea
6210000.00000000;2390000.00000000;20kmE620N238;Black Sea
6230000.00000000;2390000.00000000;20kmE622N238;Black Sea
6250000.00000000;2390000.00000000;20kmE624N238;Black Sea
6270000.00000000;2390000.00000000;20kmE626N238;Black Sea
6470000.00000000;2390000.00000000;20kmE646N238;Black Sea
6490000.00000000;2390000.00000000;20kmE648N238;Black Sea
6510000.00000000;2390000.00000000;20kmE650N238;Black Sea
6590000.00000000;2390000.00000000;20kmE658N238;Black Sea
2750000.00000000;2410000.00000000;20kmE274N240;North-east Atlantic Ocean
2770000.00000000;2410000.00000000;20kmE276N240;North-east Atlantic Ocean
2790000.00000000;2410000.00000000;20kmE278N240;North-east Atlantic Ocean
2850000.00000000;2410000.00000000;20kmE284N240;North-east Atlantic Ocean
2870000.00000000;2410000.00000000;20kmE286N240;North-east Atlantic Ocean
2950000.00000000;2410000.00000000;20kmE294N240;North-east Atlantic Ocean
2970000.00000000;2410000.00000000;20kmE296N240;North-east Atlantic Ocean
2990000.00000000;2410000.00000000;20kmE298N240;North-east Atlantic Ocean
3010000.00000000;2410000.00000000;20kmE300N240;North-east Atlantic Ocean
3770000.00000000;2210000.00000000;20kmE376N220;Mediterranean Sea
3970000.00000000;2210000.00000000;20kmE396N220;Mediterranean Sea
3990000.00000000;2210000.00000000;20kmE398N220;Mediterranean Sea
4010000.00000000;2210000.00000000;20kmE400N220;Mediterranean Sea
4030000.00000000;2210000.00000000;20kmE402N220;Mediterranean Sea
4050000.00000000;2210000.00000000;20kmE404N220;Mediterranean Sea
4250000.00000000;2210000.00000000;20kmE424N220;Mediterranean Sea
4270000.00000000;2210000.00000000;20kmE426N220;Mediterranean Sea
4290000.00000000;2210000.00000000;20kmE428N220;Mediterranean Sea
4310000.00000000;2210000.00000000;20kmE430N220;Mediterranean Sea
4350000.00000000;2210000.00000000;20kmE434N220;Mediterranean Sea
4370000.00000000;2210000.00000000;20kmE436N220;Mediterranean Sea
4390000.00000000;2210000.00000000;20kmE438N220;Mediterranean Sea
4630000.00000000;2210000.00000000;20kmE462N220;Mediterranean Sea
4650000.00000000;2210000.00000000;20kmE464N220;Mediterranean Sea
4790000.00000000;2210000.00000000;20kmE478N220;Mediterranean Sea
4810000.00000000;2210000.00000000;20kmE480N220;Mediterranean Sea
4850000.00000000;2210000.00000000;20kmE484N220;Mediterranean Sea
4870000.00000000;2210000.00000000;20kmE486N220;Mediterranean Sea
4890000.00000000;2210000.00000000;20kmE488N220;Mediterranean Sea
4910000.00000000;2210000.00000000;20kmE490N220;Mediterranean Sea
4930000.00000000;2210000.00000000;20kmE492N220;Mediterranean Sea
4950000.00000000;2210000.00000000;20kmE494N220;Mediterranean Sea
4970000.00000000;2210000.00000000;20kmE496N220;Mediterranean Sea
4990000.00000000;2210000.00000000;20kmE498N220;Mediterranean Sea
5010000.00000000;2210000.00000000;20kmE500N220;Mediterranean Sea
5030000.00000000;2210000.00000000;20kmE502N220;Mediterranean Sea
5050000.00000000;2210000.00000000;20kmE504N220;Mediterranean Sea
5830000.00000000;2210000.00000000;20kmE582N220;Black Sea
5850000.00000000;2210000.00000000;20kmE584N220;Black Sea
5870000.00000000;2210000.00000000;20kmE586N220;Black Sea
5890000.00000000;2210000.00000000;20kmE588N220;Black Sea
5910000.00000000;2210000.00000000;20kmE590N220;Black Sea
5930000.00000000;2210000.00000000;20kmE592N220;Black Sea
5950000.00000000;2210000.00000000;20kmE594N220;Black Sea
5970000.00000000;2210000.00000000;20kmE596N220;Black Sea
5990000.00000000;2210000.00000000;20kmE598N220;Black Sea
2750000.00000000;2230000.00000000;20kmE274N222;North-east Atlantic Ocean
2770000.00000000;2230000.00000000;20kmE276N222;North-east Atlantic Ocean
3730000.00000000;2230000.00000000;20kmE372N222;Mediterranean Sea
3750000.00000000;2230000.00000000;20kmE374N222;Mediterranean Sea
3770000.00000000;2230000.00000000;20kmE376N222;Mediterranean Sea
3930000.00000000;2230000.00000000;20kmE392N222;Mediterranean Sea
3950000.00000000;2230000.00000000;20kmE394N222;Mediterranean Sea
3970000.00000000;2230000.00000000;20kmE396N222;Mediterranean Sea
3990000.00000000;2230000.00000000;20kmE398N222;Mediterranean Sea
4010000.00000000;2230000.00000000;20kmE400N222;Mediterranean Sea
4030000.00000000;2230000.00000000;20kmE402N222;Mediterranean Sea
4050000.00000000;2230000.00000000;20kmE404N222;Mediterranean Sea
4270000.00000000;2230000.00000000;20kmE426N222;Mediterranean Sea
4310000.00000000;2230000.00000000;20kmE430N222;Mediterranean Sea
4350000.00000000;2230000.00000000;20kmE434N222;Mediterranean Sea
4370000.00000000;2230000.00000000;20kmE436N222;Mediterranean Sea
4630000.00000000;2230000.00000000;20kmE462N222;Mediterranean Sea
4650000.00000000;2230000.00000000;20kmE464N222;Mediterranean Sea
