GridID,Category,SubstGroup,Substance,Type,Tissue,Unit,BASIS,Threshold,Value,CR
20kmE410N336,Sediment,Metals,PB,,,µg/kg,,47000,18713.42222,0.39815792
20kmE410N336,Sediment,PAHs,PYR,,,µg/kg,,665,43.58057778,0.065534703
20kmE410N336,Sediment,Metals,ZN,,,µg/kg,,150000,53153.37778,0.354355852
20kmE410N338,Sediment,PAHs,ANT,,,µg/kg,,85,6.45261815,0.075913155
20kmE410N338,Sediment,PAHs,BAP,,,µg/kg,,430,19.98815741,0.046484087
20kmE410N338,Sediment,PAHs,BGHIP,,,µg/kg,,85,27.26748951,0.320793994
20kmE410N338,Sediment,PAHs,BAA,,,µg/kg,,261,16.61692408,0.063666376
20kmE410N338,Sediment,PCBs,CB101,,,µg/kg,,3,0.464365374,0.154788458
20kmE410N338,Sediment,PCBs,CB118,,,µg/kg,,0.6,0.557944041,0.929906734
20kmE410N338,Sediment,PCBs,CB138,,,µg/kg,,7.9,0.588527374,0.074497136
20kmE410N338,Sediment,PCBs,CB153,,,µg/kg,,40,0.716169041,0.017904226
20kmE410N338,Sediment,PCBs,CB180,,,µg/kg,,12,0.355328707,0.029610726
20kmE410N338,Sediment,PCBs,CB28,,,µg/kg,,1.7,0.503684707,0.296285122
20kmE410N338,Sediment,PCBs,CB52,,,µg/kg,,2.7,0.355328707,0.131603225
20kmE410N338,Sediment,Metals,CD,,,µg/kg,,1200,305.5434622,0.254619552
20kmE410N338,Sediment,PAHs,CHR,,,µg/kg,,384,19.55285371,0.05091889
20kmE410N338,Sediment,Metals,CR,,,µg/kg,,81000,45278.74572,0.558996861
20kmE410N338,Sediment,Metals,CU,,,µg/kg,,34000,10345.86722,0.304290212
20kmE410N338,Sediment,Other organohalogens,DDEPP,,,µg/kg,,2.2,0.440824081,0.200374582
20kmE410N338,Sediment,Other organohalogens,DIELD,,,µg/kg,,2,0.440824081,0.220412041
20kmE410N338,Sediment,PAHs,FLU,,,µg/kg,,600,41.52697533,0.069211626
20kmE410N338,Sediment,Organochlorines,HCB,,,µg/kg,,20,0.366662041,0.018333102
20kmE410N338,Sediment,Metals,HG,,,µg/kg,,150,115.4144315,0.769429543
20kmE410N338,Sediment,PAHs,ICDP,,,µg/kg,,240,29.94491915,0.124770496
20kmE410N338,Sediment,PAHs,NAP,,,µg/kg,,160,0.386991365,0.002418696
20kmE410N338,Sediment,PAHs,PA,,,µg/kg,,240,28.4939531,0.118724805
20kmE410N338,Sediment,Metals,PB,,,µg/kg,,47000,29785.3654,0.633731179
20kmE410N338,Sediment,PAHs,PYR,,,µg/kg,,665,29.29541668,0.044053258
20kmE410N338,Sediment,Metals,ZN,,,µg/kg,,150000,84214.01003,0.561426734
20kmE410N388,Sediment,PAHs,ANT,,,µg/kg,,85,2.3598,0.027762353
20kmE410N388,Sediment,PAHs,BAP,,,µg/kg,,430,9.792,0.022772093
20kmE410N388,Sediment,PAHs,BGHIP,,,µg/kg,,85,21.592,0.254023529
20kmE410N388,Sediment,PAHs,BAA,,,µg/kg,,261,9.79,0.037509579
20kmE410N388,Sediment,PCBs,CB101,,,µg/kg,,3,0.1255,0.041833333
20kmE410N388,Sediment,PCBs,CB118,,,µg/kg,,0.6,0.1255,0.209166667
20kmE410N388,Sediment,PCBs,CB138,,,µg/kg,,7.9,0.1255,0.015886076
20kmE410N388,Sediment,PCBs,CB153,,,µg/kg,,40,0.1255,0.0031375
20kmE410N388,Sediment,PCBs,CB180,,,µg/kg,,12,0.1255,0.010458333
20kmE410N388,Sediment,PCBs,CB28,,,µg/kg,,1.7,0.1255,0.073823529
20kmE410N388,Sediment,PCBs,CB52,,,µg/kg,,2.7,0.1255,0.046481481
20kmE410N388,Sediment,Metals,CD,,,µg/kg,,1200,95,0.079166667
20kmE410N388,Sediment,PAHs,CHR,,,µg/kg,,384,12.796,0.033322917
20kmE410N388,Sediment,Metals,CR,,,µg/kg,,81000,81043.4,1.000535802
20kmE410N388,Sediment,Metals,CU,,,µg/kg,,34000,15646,0.460176471
20kmE410N388,Sediment,PAHs,DBT,,,µg/kg,,190,2.535,0.013342105
20kmE410N388,Sediment,Other organohalogens,DDEPP,,,µg/kg,,2.2,0.1255,0.057045455
20kmE410N388,Sediment,PAHs,FLU,,,µg/kg,,600,27.864,0.04644
20kmE410N388,Sediment,Organochlorines,HCB,,,µg/kg,,20,0.0753,0.003765
20kmE410N388,Sediment,Metals,HG,,,µg/kg,,150,63.744,0.42496
20kmE410N388,Sediment,PAHs,ICDP,,,µg/kg,,240,22.346,0.093108333
20kmE410N388,Sediment,PAHs,NAP,,,µg/kg,,160,15.308,0.095675
20kmE410N388,Sediment,PAHs,PA,,,µg/kg,,240,23.594,0.098308333
20kmE410N388,Sediment,Metals,PB,,,µg/kg,,47000,44726,0.951617021
20kmE410N388,Sediment,PAHs,PYR,,,µg/kg,,665,21.588,0.032463158
20kmE410N388,Sediment,Metals,ZN,,,µg/kg,,150000,86979.2,0.579861333
20kmE412N228,Sediment,PAHs,ANT,,,µg/kg,,85,2.946617321,0.034666086
20kmE412N228,Sediment,PAHs,BAP,,,µg/kg,,430,27.79021762,0.064628413
20kmE412N228,Sediment,PAHs,BGHIP,,,µg/kg,,85,23.86762004,0.28079553
20kmE412N228,Sediment,PAHs,BAA,,,µg/kg,,261,22.14102739,0.084831523
20kmE412N228,Sediment,PCBs,CB101,,,µg/kg,,3,0.178015288,0.059338429
20kmE412N228,Sediment,PCBs,CB118,,,µg/kg,,0.6,0.183674013,0.306123356
20kmE412N228,Sediment,PCBs,CB138,,,µg/kg,,7.9,0.385632482,0.048814238
20kmE412N228,Sediment,PCBs,CB153,,,µg/kg,,40,0.300315131,0.007507878
20kmE412N228,Sediment,PCBs,CB180,,,µg/kg,,12,0.166856765,0.01390473
20kmE412N228,Sediment,PCBs,CB28,,,µg/kg,,1.7,0.040738748,0.02396397
20kmE412N228,Sediment,PCBs,CB52,,,µg/kg,,2.7,0.045469527,0.016840565
20kmE412N228,Sediment,Metals,CD,,,µg/kg,,1200,38.62216057,0.032185134
20kmE412N228,Sediment,PAHs,CHR,,,µg/kg,,384,28.86352629,0.075165433
20kmE412N228,Sediment,Metals,CR,,,µg/kg,,81000,13931.56506,0.17199463
20kmE412N228,Sediment,Metals,CU,,,µg/kg,,34000,4965.70636,0.146050187
20kmE412N228,Sediment,Other organohalogens,DDEPP,,,µg/kg,,2.2,0.442932346,0.201332885
20kmE412N228,Sediment,Other organohalogens,DIELD,,,µg/kg,,2,0.01129963,0.005649815
20kmE412N228,Sediment,PAHs,FLU,,,µg/kg,,600,44.01933384,0.073365556
20kmE412N228,Sediment,Organochlorines,HCB,,,µg/kg,,20,0.01129963,0.000564981
20kmE412N228,Sediment,PAHs,HCHG,,,µg/kg,,3,0.016,0.005333333
20kmE412N228,Sediment,Metals,HG,,,µg/kg,,150,60.69196662,0.404613111
20kmE412N228,Sediment,PAHs,ICDP,,,µg/kg,,240,22.86901752,0.095287573
20kmE412N228,Sediment,PAHs,NAP,,,µg/kg,,160,0.59546568,0.00372166
20kmE412N228,Sediment,PAHs,PA,,,µg/kg,,240,20.1142423,0.083809343
20kmE412N228,Sediment,Metals,PB,,,µg/kg,,47000,10041.76175,0.213654505
20kmE412N228,Sediment,PAHs,PYR,,,µg/kg,,665,41.92999557,0.063052625
20kmE412N228,Sediment,Organotins,TBTIN,,,µg/kg,,1.6,0.000564981,0.000353113
20kmE412N228,Sediment,Metals,ZN,,,µg/kg,,150000,24000.91407,0.160006094
20kmE412N334,Sediment,PAHs,ANT,,,µg/kg,,85,13.40189533,0.157669357
20kmE412N334,Sediment,PAHs,BAP,,,µg/kg,,430,44.70774032,0.103971489
20kmE412N334,Sediment,PAHs,BGHIP,,,µg/kg,,85,56.63457885,0.666289163
20kmE412N334,Sediment,PAHs,BAA,,,µg/kg,,261,42.62499267,0.163314148
20kmE412N334,Sediment,PCBs,CB101,,,µg/kg,,3,0.889380566,0.296460189
20kmE412N334,Sediment,PCBs,CB118,,,µg/kg,,0.6,0.922036566,1.53672761
20kmE412N334,Sediment,PCBs,CB138,,,µg/kg,,7.9,1.076980299,0.13632662
20kmE412N334,Sediment,PCBs,CB153,,,µg/kg,,40,1.322742966,0.033068574
20kmE412N334,Sediment,PCBs,CB180,,,µg/kg,,12,0.705570699,0.058797558
20kmE412N334,Sediment,PCBs,CB28,,,µg/kg,,1.7,0.909756032,0.535150607
20kmE412N334,Sediment,PCBs,CB52,,,µg/kg,,2.7,0.628529632,0.232788753
20kmE412N334,Sediment,Metals,CD,,,µg/kg,,1200,312.0088296,0.260007358
20kmE412N334,Sediment,PAHs,CHR,,,µg/kg,,384,46.77644159,0.12181365
20kmE412N334,Sediment,Metals,CR,,,µg/kg,,81000,61224.84918,0.755862336
20kmE412N334,Sediment,Metals,CU,,,µg/kg,,34000,12321.49921,0.362397036
20kmE412N334,Sediment,Other organohalogens,DDEPP,,,µg/kg,,2.2,1.099157414,0.499617007
20kmE412N334,Sediment,Other organohalogens,DIELD,,,µg/kg,,2,1.099157414,0.549578707
20kmE412N334,Sediment,PAHs,FLU,,,µg/kg,,600,98.74017599,0.16456696
20kmE412N334,Sediment,Organochlorines,HCB,,,µg/kg,,20,0.946923232,0.047346162
20kmE412N334,Sediment,Metals,HG,,,µg/kg,,150,184.2116334,1.228077556
20kmE412N334,Sediment,PAHs,ICDP,,,µg/kg,,240,61.45974232,0.25608226
20kmE412N334,Sediment,PAHs,NAP,,,µg/kg,,160,8.155256848,0.050970355
20kmE412N334,Sediment,PAHs,PA,,,µg/kg,,240,55.24298085,0.230179087
20kmE412N334,Sediment,Metals,PB,,,µg/kg,,47000,38058.97049,0.809765329
20kmE412N334,Sediment,PAHs,PYR,,,µg/kg,,665,71.38920705,0.107352191
20kmE412N334,Sediment,Metals,ZN,,,µg/kg,,150000,109394.2459,0.729294972
20kmE412N336,Sediment,PAHs,ANT,,,µg/kg,,85,9.105163908,0.107119575
20kmE412N336,Sediment,PAHs,BAP,,,µg/kg,,430,22.27742653,0.051807969
20kmE412N336,Sediment,PAHs,BGHIP,,,µg/kg,,85,22.44151084,0.264017775
20kmE412N336,Sediment,PAHs,BAA,,,µg/kg,,261,21.8477364,0.083707802
20kmE412N336,Sediment,PCBs,CB101,,,µg/kg,,3,0.22153402,0.073844673
20kmE412N336,Sediment,PCBs,CB118,,,µg/kg,,0.6,0.195420762,0.325701271
20kmE412N336,Sediment,PCBs,CB138,,,µg/kg,,7.9,0.340119261,0.043053071
20kmE412N336,Sediment,PCBs,CB153,,,µg/kg,,40,0.459830189,0.011495755
20kmE412N336,Sediment,PCBs,CB180,,,µg/kg,,12,0.184945902,0.015412159
20kmE412N336,Sediment,PCBs,CB28,,,µg/kg,,1.7,0.181443986,0.106731756
20kmE412N336,Sediment,PCBs,CB52,,,µg/kg,,2.7,0.098992054,0.036663724
20kmE412N336,Sediment,Metals,CD,,,µg/kg,,1200,337.1076134,0.280923011
20kmE412N336,Sediment,PAHs,CHR,,,µg/kg,,384,23.59045731,0.061433483
20kmE412N336,Sediment,Metals,CR,,,µg/kg,,81000,75073.87089,0.926837912
20kmE412N336,Sediment,Metals,CU,,,µg/kg,,34000,18336.2417,0.539301227
20kmE412N336,Sediment,Other organohalogens,DDEPP,,,µg/kg,,2.2,0.09348164,0.042491655
20kmE412N336,Sediment,PAHs,FLU,,,µg/kg,,600,48.64157415,0.08106929
20kmE412N336,Sediment,Organochlorines,HCB,,,µg/kg,,20,0.441322472,0.022066124
20kmE412N336,Sediment,Metals,HG,,,µg/kg,,150,188.2197957,1.254798638
20kmE412N336,Sediment,PAHs,ICDP,,,µg/kg,,240,24.48022125,0.102000922
20kmE412N336,Sediment,PAHs,NAP,,,µg/kg,,160,13.13532417,0.082095776
20kmE412N336,Sediment,PAHs,PA,,,µg/kg,,240,26.94431676,0.112267986
20kmE412N336,Sediment,Metals,PB,,,µg/kg,,47000,29735.75217,0.632675578
20kmE412N336,Sediment,PAHs,PYR,,,µg/kg,,665,38.08297393,0.05726763
20kmE412N336,Sediment,Metals,ZN,,,µg/kg,,150000,104567.4054,0.697116036
20kmE412N338,Sediment,PAHs,ANT,,,µg/kg,,85,4.111311128,0.048368366
20kmE412N338,Sediment,PAHs,BAP,,,µg/kg,,430,15.27990131,0.035534654
20kmE412N338,Sediment,PAHs,BGHIP,,,µg/kg,,85,18.21323464,0.214273349
20kmE412N338,Sediment,PAHs,BAA,,,µg/kg,,261,13.93658031,0.053396859
20kmE412N338,Sediment,PCBs,CB101,,,µg/kg,,3,0.949157414,0.316385805
20kmE412N338,Sediment,PCBs,CB118,,,µg/kg,,0.6,0.949157414,1.581929024
20kmE412N338,Sediment,PCBs,CB138,,,µg/kg,,7.9,0.949157414,0.120146508
20kmE412N338,Sediment,PCBs,CB153,,,µg/kg,,40,0.949157414,0.023728935
20kmE412N338,Sediment,PCBs,CB180,,,µg/kg,,12,0.949157414,0.079096451
20kmE412N338,Sediment,PCBs,CB28,,,µg/kg,,1.7,0.949157414,0.558327891
20kmE412N338,Sediment,PCBs,CB52,,,µg/kg,,2.7,0.949157414,0.351539783
20kmE412N338,Sediment,Metals,CD,,,µg/kg,,1200,275.8725755,0.229893813
20kmE412N338,Sediment,PAHs,CHR,,,µg/kg,,384,17.71720504,0.046138555
20kmE412N338,Sediment,Metals,CR,,,µg/kg,,81000,52415.78935,0.647108511
20kmE412N338,Sediment,Metals,CU,,,µg/kg,,34000,10572.81646,0.31096519
20kmE412N338,Sediment,Other organohalogens,DDEPP,,,µg/kg,,2.2,0.949157414,0.431435188
20kmE412N338,Sediment,Other organohalogens,DIELD,,,µg/kg,,2,0.949157414,0.474578707
20kmE412N338,Sediment,PAHs,FLU,,,µg/kg,,600,37.03043968,0.061717399
20kmE412N338,Sediment,Organochlorines,HCB,,,µg/kg,,20,0.949157414,0.047457871
20kmE412N338,Sediment,Metals,HG,,,µg/kg,,150,134.7177744,0.898118496
20kmE412N338,Sediment,PAHs,ICDP,,,µg/kg,,240,18.63188651,0.07763286
20kmE412N338,Sediment,PAHs,NAP,,,µg/kg,,160,4.995306193,0.031220664
20kmE412N338,Sediment,PAHs,PA,,,µg/kg,,240,19.6925359,0.082052233
20kmE412N338,Sediment,Metals,PB,,,µg/kg,,47000,31946.04425,0.679703069
20kmE412N338,Sediment,PAHs,PYR,,,µg/kg,,665,23.22851616,0.034930099
20kmE412N338,Sediment,Metals,ZN,,,µg/kg,,150000,94900.16598,0.632667773
20kmE412N340,Sediment,PAHs,ANT,,,µg/kg,,85,1.788873428,0.02104557
20kmE412N340,Sediment,PAHs,BAP,,,µg/kg,,430,7.327138149,0.017039856
20kmE412N340,Sediment,PAHs,BGHIP,,,µg/kg,,85,6.556229058,0.077132107
20kmE412N340,Sediment,PAHs,BAA,,,µg/kg,,261,7.110965079,0.027245077
20kmE412N340,Sediment,PCBs,CB101,,,µg/kg,,3,0.451082834,0.150360945
20kmE412N340,Sediment,PCBs,CB118,,,µg/kg,,0.6,0.434647009,0.724411682
20kmE412N340,Sediment,PCBs,CB138,,,µg/kg,,7.9,0.451082834,0.057099093
20kmE412N340,Sediment,PCBs,CB153,,,µg/kg,,40,0.426429096,0.010660727
20kmE412N340,Sediment,PCBs,CB180,,,µg/kg,,12,0.442864922,0.03690541
20kmE412N340,Sediment,PCBs,CB28,,,µg/kg,,1.7,0.438755965,0.258091744
20kmE412N340,Sediment,PCBs,CB52,,,µg/kg,,2.7,0.438755965,0.162502209
20kmE412N340,Sediment,Metals,CD,,,µg/kg,,1200,268.9757611,0.224146468
20kmE412N340,Sediment,PAHs,CHR,,,µg/kg,,384,8.773648614,0.022848043
20kmE412N340,Sediment,Metals,CR,,,µg/kg,,81000,50345.49107,0.621549272
20kmE412N340,Sediment,Metals,CU,,,µg/kg,,34000,10816.21131,0.318123862
20kmE412N340,Sediment,Other organohalogens,DDEPP,,,µg/kg,,2.2,0.414924019,0.188601827
20kmE412N340,Sediment,Other organohalogens,DIELD,,,µg/kg,,2,0.414924019,0.207462009
20kmE412N340,Sediment,PAHs,FLU,,,µg/kg,,600,17.50075985,0.029167933
20kmE412N340,Sediment,Organochlorines,HCB,,,µg/kg,,20,0.414102227,0.020705111
20kmE412N340,Sediment,Metals,HG,,,µg/kg,,150,138.187081,0.921247207
20kmE412N340,Sediment,PAHs,ICDP,,,µg/kg,,240,6.73550044,0.028064585
20kmE412N340,Sediment,PAHs,NAP,,,µg/kg,,160,2.018686226,0.012616789
20kmE412N340,Sediment,PAHs,PA,,,µg/kg,,240,8.953655342,0.037306897
20kmE412N340,Sediment,Metals,PB,,,µg/kg,,47000,34045.18375,0.724365612
20kmE412N340,Sediment,PAHs,PYR,,,µg/kg,,665,11.36523249,0.017090575
20kmE412N340,Sediment,Organotins,TBTIN,,,µg/kg,,1.6,0.903970393,0.564981496
20kmE412N340,Sediment,Metals,ZN,,,µg/kg,,150000,93520.80311,0.623472021
20kmE414N230,Sediment,PAHs,ANT,,,µg/kg,,85,37.06278611,0.436032778
20kmE414N230,Sediment,PAHs,BAP,,,µg/kg,,430,187.5738565,0.436218271
20kmE414N230,Sediment,PAHs,BGHIP,,,µg/kg,,85,122.036003,1.435717683
20kmE414N230,Sediment,PAHs,BAA,,,µg/kg,,261,158.1948187,0.606110417
20kmE414N230,Sediment,PCBs,CB101,,,µg/kg,,3,0.837528569,0.27917619
20kmE414N230,Sediment,PCBs,CB118,,,µg/kg,,0.6,0.777414538,1.295690896
20kmE414N230,Sediment,PCBs,CB138,,,µg/kg,,7.9,0.790974094,0.100123303
20kmE414N230,Sediment,PCBs,CB153,,,µg/kg,,40,0.94984689,0.023746172
20kmE414N230,Sediment,PCBs,CB180,,,µg/kg,,12,0.46622273,0.038851894
20kmE414N230,Sediment,PCBs,CB28,,,µg/kg,,1.7,0.181924042,0.107014142
20kmE414N230,Sediment,PCBs,CB52,,,µg/kg,,2.7,0.326333312,0.12086419
20kmE414N230,Sediment,Metals,CD,,,µg/kg,,1200,49.6570636,0.041380886
20kmE414N230,Sediment,PAHs,CHR,,,µg/kg,,384,214.6929683,0.559096272
20kmE414N230,Sediment,Metals,CR,,,µg/kg,,81000,14897.11908,0.18391505
20kmE414N230,Sediment,Other organohalogens,DDEPP,,,µg/kg,,2.2,1.694944487,0.770429312
20kmE414N230,Sediment,Other organohalogens,DIELD,,,µg/kg,,2,0.01129963,0.005649815
20kmE414N230,Sediment,PAHs,FLU,,,µg/kg,,600,357.0683052,0.595113842
20kmE414N230,Sediment,Organochlorines,HCB,,,µg/kg,,20,0.01129963,0.000564981
20kmE414N230,Sediment,Metals,HG,,,µg/kg,,150,53.79515223,0.358634348
20kmE414N230,Sediment,PAHs,ICDP,,,µg/kg,,240,110.7363731,0.461401555
20kmE414N230,Sediment,PAHs,NAP,,,µg/kg,,160,9.966273581,0.06228921
20kmE414N230,Sediment,PAHs,PA,,,µg/kg,,240,178.5341526,0.743892302
20kmE414N230,Sediment,Metals,PB,,,µg/kg,,47000,12828.07476,0.272937761
20kmE414N230,Sediment,PAHs,PYR,,,µg/kg,,665,293.7903777,0.441790042
20kmE414N230,Sediment,Organotins,TBTIN,,,µg/kg,,1.6,0.000564981,0.000353113
20kmE414N334,Sediment,PAHs,ANT,,,µg/kg,,85,8.856466687,0.104193726
20kmE414N334,Sediment,PAHs,BAP,,,µg/kg,,430,20.43706037,0.047528047
20kmE414N334,Sediment,PAHs,BGHIP,,,µg/kg,,85,22.8069287,0.268316808
20kmE414N334,Sediment,PAHs,BAA,,,µg/kg,,261,21.78080014,0.083451342
20kmE414N334,Sediment,PCBs,CB101,,,µg/kg,,3,0.246026537,0.082008846
20kmE414N334,Sediment,PCBs,CB118,,,µg/kg,,0.6,0.242984798,0.404974664
20kmE414N334,Sediment,PCBs,CB138,,,µg/kg,,7.9,0.452229513,0.057244242
20kmE414N334,Sediment,PCBs,CB153,,,µg/kg,,40,0.590146077,0.014753652
20kmE414N334,Sediment,PCBs,CB180,,,µg/kg,,12,0.283529092,0.023627424
20kmE414N334,Sediment,PCBs,CB28,,,µg/kg,,1.7,0.211089303,0.124170178
20kmE414N334,Sediment,PCBs,CB52,,,µg/kg,,2.7,0.110614215,0.040968228
20kmE414N334,Sediment,Metals,CD,,,µg/kg,,1200,293.9674788,0.244972899
20kmE414N334,Sediment,PAHs,CHR,,,µg/kg,,384,22.72141798,0.059170359
20kmE414N334,Sediment,Metals,CR,,,µg/kg,,81000,60449.92125,0.746295324
20kmE414N334,Sediment,Metals,CU,,,µg/kg,,34000,18889.90278,0.555585376
20kmE414N334,Sediment,Other organohalogens,DDEPP,,,µg/kg,,2.2,0.143902314,0.065410143
20kmE414N334,Sediment,PAHs,FLU,,,µg/kg,,600,47.32407165,0.078873453
20kmE414N334,Sediment,Organochlorines,HCB,,,µg/kg,,20,0.217319369,0.010865968
20kmE414N334,Sediment,Metals,HG,,,µg/kg,,150,171.3668704,1.142445803
20kmE414N334,Sediment,PAHs,ICDP,,,µg/kg,,240,21.524268,0.08968445
20kmE414N334,Sediment,PAHs,NAP,,,µg/kg,,160,16.76009972,0.104750623
20kmE414N334,Sediment,PAHs,PA,,,µg/kg,,240,27.9620031,0.116508346
20kmE414N334,Sediment,Metals,PB,,,µg/kg,,47000,31392.37044,0.667922775
20kmE414N334,Sediment,PAHs,PYR,,,µg/kg,,665,35.05939226,0.052720891
20kmE414N334,Sediment,Metals,ZN,,,µg/kg,,150000,112034.6881,0.746897921
20kmE416N230,Sediment,PAHs,ANT,,,µg/kg,,85,4.293859366,0.050515993
20kmE416N230,Sediment,PAHs,BAP,,,µg/kg,,430,11.07363731,0.025752645
20kmE416N230,Sediment,PAHs,BGHIP,,,µg/kg,,85,7.457755741,0.087738303
20kmE416N230,Sediment,PAHs,BAA,,,µg/kg,,261,10.16966692,0.038964241
20kmE416N230,Sediment,PCBs,CB101,,,µg/kg,,3,0.192771686,0.064257229
20kmE416N230,Sediment,PCBs,CB118,,,µg/kg,,0.6,0.209947124,0.349911873
20kmE416N230,Sediment,PCBs,CB138,,,µg/kg,,7.9,0.394583076,0.049947225
20kmE416N230,Sediment,PCBs,CB153,,,µg/kg,,40,0.188929812,0.004723245
20kmE416N230,Sediment,PCBs,CB180,,,µg/kg,,12,0.068249765,0.00568748
20kmE416N230,Sediment,PCBs,CB28,,,µg/kg,,1.7,0.059210061,0.034829447
20kmE416N230,Sediment,PCBs,CB52,,,µg/kg,,2.7,0.038305745,0.014187313
20kmE416N230,Sediment,Metals,CD,,,µg/kg,,1200,128.2807476,0.106900623
20kmE416N230,Sediment,PAHs,CHR,,,µg/kg,,384,15.81948187,0.041196567
20kmE416N230,Sediment,Metals,CR,,,µg/kg,,81000,12000.45704,0.148153791
20kmE416N230,Sediment,Other organohalogens,DDEPP,,,µg/kg,,2.2,0.04519852,0.020544782
20kmE416N230,Sediment,Other organohalogens,DIELD,,,µg/kg,,2,0.01129963,0.005649815
20kmE416N230,Sediment,PAHs,FLU,,,µg/kg,,600,34.12488233,0.056874804
20kmE416N230,Sediment,Organochlorines,HCB,,,µg/kg,,20,0.01129963,0.000564981
20kmE416N230,Sediment,Metals,HG,,,µg/kg,,150,33.10470906,0.22069806
20kmE416N230,Sediment,PAHs,ICDP,,,µg/kg,,240,7.005770545,0.029190711
20kmE416N230,Sediment,PAHs,NAP,,,µg/kg,,160,0.04519852,0.000282491
20kmE416N230,Sediment,PAHs,PA,,,µg/kg,,240,24.8591858,0.103579941
20kmE416N230,Sediment,Metals,PB,,,µg/kg,,47000,7034.750676,0.149675546
20kmE416N230,Sediment,PAHs,PYR,,,µg/kg,,665,22.37326722,0.033644011
20kmE416N230,Sediment,Organotins,TBTIN,,,µg/kg,,1.6,0.000564981,0.000353113
20kmE416N232,Sediment,PAHs,ANT,,,µg/kg,,85,18.53139305,0.218016389
20kmE416N232,Sediment,PAHs,BAP,,,µg/kg,,430,108.9284323,0.253321936
20kmE416N232,Sediment,PAHs,BGHIP,,,µg/kg,,85,67.79777946,0.797620935
20kmE416N232,Sediment,PAHs,BAA,,,µg/kg,,261,76.83748339,0.294396488
20kmE416N232,Sediment,PCBs,CB101,,,µg/kg,,3,0.087233143,0.029077714
20kmE416N232,Sediment,PCBs,CB118,,,µg/kg,,0.6,0.137855485,0.229759142
20kmE416N232,Sediment,PCBs,CB138,,,µg/kg,,7.9,0.116612181,0.014761036
20kmE416N232,Sediment,PCBs,CB153,,,µg/kg,,40,0.162262686,0.004056567
20kmE416N232,Sediment,PCBs,CB180,,,µg/kg,,12,0.089041084,0.00742009
20kmE416N232,Sediment,PCBs,CB28,,,µg/kg,,1.7,0.050170357,0.029511975
20kmE416N232,Sediment,PCBs,CB52,,,µg/kg,,2.7,0.037966756,0.014061762
20kmE416N232,Sediment,Metals,CD,,,µg/kg,,1200,8.276177266,0.006896814
20kmE416N232,Sediment,PAHs,CHR,,,µg/kg,,384,94.91689125,0.247179404
20kmE416N232,Sediment,Metals,CR,,,µg/kg,,81000,29794.23816,0.367830101
20kmE416N232,Sediment,Other organohalogens,DDEPP,,,µg/kg,,2.2,0.04519852,0.020544782
20kmE416N232,Sediment,Other organohalogens,DIELD,,,µg/kg,,2,0.01129963,0.005649815
20kmE416N232,Sediment,PAHs,FLU,,,µg/kg,,600,162.7146707,0.271191118
20kmE416N232,Sediment,Organochlorines,HCB,,,µg/kg,,20,0.01129963,0.000564981
20kmE416N232,Sediment,Metals,HG,,,µg/kg,,150,107.5903045,0.717268696
20kmE416N232,Sediment,PAHs,ICDP,,,µg/kg,,240,58.75807554,0.244825315
20kmE416N232,Sediment,PAHs,NAP,,,µg/kg,,160,0.451985196,0.002824907
20kmE416N232,Sediment,PAHs,PA,,,µg/kg,,240,45.19851964,0.188327165
20kmE416N232,Sediment,Metals,PB,,,µg/kg,,47000,13241.88363,0.281742205
20kmE416N232,Sediment,PAHs,PYR,,,µg/kg,,665,140.1154109,0.210699866
20kmE416N232,Sediment,Organotins,TBTIN,,,µg/kg,,1.6,0.000564981,0.000353113
20kmE416N340,Sediment,PAHs,ANT,,,µg/kg,,85,8.19630496,0.096427117
20kmE416N340,Sediment,PAHs,BAP,,,µg/kg,,430,19.49188651,0.045329969
20kmE416N340,Sediment,PAHs,BGHIP,,,µg/kg,,85,17.07188651,0.200845724
20kmE416N340,Sediment,PAHs,BAA,,,µg/kg,,261,25.68656798,0.098415969
20kmE416N340,Sediment,PCBs,CB101,,,µg/kg,,3,0.974157414,0.324719138
20kmE416N340,Sediment,PCBs,CB118,,,µg/kg,,0.6,0.974157414,1.623595691
20kmE416N340,Sediment,PCBs,CB138,,,µg/kg,,7.9,0.974157414,0.123311065
20kmE416N340,Sediment,PCBs,CB153,,,µg/kg,,40,0.974157414,0.024353935
20kmE416N340,Sediment,PCBs,CB180,,,µg/kg,,12,0.974157414,0.081179785
20kmE416N340,Sediment,PCBs,CB28,,,µg/kg,,1.7,0.974157414,0.573033773
20kmE416N340,Sediment,PCBs,CB52,,,µg/kg,,2.7,0.974157414,0.360799042
20kmE416N340,Sediment,Metals,CD,,,µg/kg,,1200,288.2868414,0.240239035
20kmE416N340,Sediment,PAHs,CHR,,,µg/kg,,384,31.1265433,0.081058707
20kmE416N340,Sediment,Metals,CR,,,µg/kg,,81000,57450.46385,0.709264986
20kmE416N340,Sediment,Metals,CU,,,µg/kg,,34000,11848.72712,0.348491974
20kmE416N340,Sediment,Other organohalogens,DDEPP,,,µg/kg,,2.2,0.974157414,0.442798825
20kmE416N340,Sediment,Other organohalogens,DIELD,,,µg/kg,,2,0.974157414,0.487078707
20kmE416N340,Sediment,PAHs,FLU,,,µg/kg,,600,61.8943854,0.103157309
20kmE416N340,Sediment,Organochlorines,HCB,,,µg/kg,,20,0.974157414,0.048707871
