GridID,Category,SubstGroup,Substance,Type,Tissue,Unit,BASIS,Threshold,Value,CR
20kmE304N344,Water,Phthalates,DEHP,,,µg/l,,1.3,0.047708333,0.036698718
20kmE304N344,Water,Phthalates,DEHP,,,µg/l,,1.3,0.047708333,0.036698718
20kmE304N344,Water,Other organohalogens,DIURN,,,µg/l,,0.2,0.015,0.075
20kmE304N344,Water,Other organohalogens,DLDALD,,,µg/l,,0.005,0.003375,0.675
20kmE304N344,Water,PAHs,FLU,,,µg/l,,0.0063,0.004104167,0.651455026
20kmE304N344,Water,Other organohalogens,HCHSUM,,,µg/l,,0.002,0.006,3
20kmE304N344,Water,PAHs,NAP,,,µg/l,,2,0.0025,0.00125
20kmE304N344,Water,Metals,NI,,,µg/l,,8.6,1.28,0.148837209
20kmE304N344,Water,Other organohalogens,NOPHE4,,,µg/l,,0.3,0.005,0.016666667
20kmE304N344,Water,Alkylphenols,OCPHE4,,,µg/l,,0.01,0.005,0.5
20kmE304N344,Water,Metals,PB,,,µg/l,,1.3,0.738642857,0.568186813
20kmE304N344,Water,Other organohalogens,SIMZ,,,µg/l,,1,0.005,0.005
20kmE304N350,Water,Metals,AS,,,µg/l,,3.5,1.53,0.437142857
20kmE304N350,Water,Metals,CD,,,µg/l,,0.2,0.025,0.125
20kmE304N350,Water,Metals,CU,,,µg/l,,0.02,0.27,13.5
20kmE304N350,Water,Metals,NI,,,µg/l,,8.6,0.19,0.022093023
20kmE304N350,Water,Metals,PB,,,µg/l,,1.3,0.05,0.038461538
20kmE304N358,Water,PAHs,ANT,,,µg/l,,0.1,0.0025,0.025
20kmE304N358,Water,Metals,AS,,,µg/l,,3.5,1.017121212,0.290606061
20kmE304N358,Water,Other organohalogens,ATRZ,,,µg/l,,0.6,0.005,0.008333333
20kmE304N358,Water,PAHs,BAP,,,µg/l,,0.00017,0.001,5.882352941
20kmE304N358,Water,MAHs,BENZ,,,µg/l,,8,0.025,0.003125
20kmE304N358,Water,Metals,CD,,,µg/l,,0.2,0.02469697,0.123484848
20kmE304N358,Water,Metals,CU,,,µg/l,,0.02,0.23530303,11.76515152
20kmE304N358,Water,Organochlorines,DCE,,,µg/l,,10,0.025,0.0025
20kmE304N358,Water,Organochlorines,DCM,,,µg/l,,20,0.025,0.00125
20kmE304N358,Water,Phthalates,DEHP,,,µg/l,,1.3,0.042916667,0.033012821
20kmE304N358,Water,Phthalates,DEHP,,,µg/l,,1.3,0.042916667,0.033012821
20kmE304N358,Water,Other organohalogens,DIURN,,,µg/l,,0.2,0.015,0.075
20kmE304N358,Water,PAHs,FLU,,,µg/l,,0.0063,0.0025,0.396825397
20kmE304N358,Water,PAHs,NAP,,,µg/l,,2,0.0050625,0.00253125
20kmE304N358,Water,Metals,NI,,,µg/l,,8.6,0.243787879,0.028347428
20kmE304N358,Water,Other organohalogens,NOPHE4,,,µg/l,,0.3,0.005,0.016666667
20kmE304N358,Water,Alkylphenols,OCPHE4,,,µg/l,,0.01,0.005,0.5
20kmE304N358,Water,Metals,PB,,,µg/l,,1.3,0.04030303,0.031002331
20kmE304N358,Water,Other organohalogens,SIMZ,,,µg/l,,1,0.005,0.005
20kmE304N364,Water,PAHs,ANT,,,µg/l,,0.1,0.0025,0.025
20kmE304N364,Water,Metals,AS,,,µg/l,,3.5,1.416666667,0.404761905
20kmE304N364,Water,Other organohalogens,ATRZ,,,µg/l,,0.6,0.005,0.008333333
20kmE304N364,Water,PAHs,BAP,,,µg/l,,0.00017,0.001,5.882352941
20kmE304N364,Water,MAHs,BENZ,,,µg/l,,8,0.025,0.003125
20kmE304N364,Water,Metals,CD,,,µg/l,,0.2,0.022916667,0.114583333
20kmE304N364,Water,Metals,CU,,,µg/l,,0.02,0.140833333,7.041666667
20kmE304N364,Water,Organochlorines,DCE,,,µg/l,,10,0.025,0.0025
20kmE304N364,Water,Organochlorines,DCM,,,µg/l,,20,0.025,0.00125
20kmE304N364,Water,Phthalates,DEHP,,,µg/l,,1.3,0.03125,0.024038462
20kmE304N364,Water,Phthalates,DEHP,,,µg/l,,1.3,0.03125,0.024038462
20kmE304N364,Water,Other organohalogens,DIURN,,,µg/l,,0.2,0.015,0.075
20kmE304N364,Water,PAHs,FLU,,,µg/l,,0.0063,0.0025,0.396825397
20kmE304N364,Water,PAHs,NAP,,,µg/l,,2,0.0025,0.00125
20kmE304N364,Water,Metals,NI,,,µg/l,,8.6,0.134166667,0.015600775
20kmE304N364,Water,Other organohalogens,NOPHE4,,,µg/l,,0.3,0.005,0.016666667
20kmE304N364,Water,Alkylphenols,OCPHE4,,,µg/l,,0.01,0.005,0.5
20kmE304N364,Water,Metals,PB,,,µg/l,,1.3,0.048333333,0.037179487
20kmE304N364,Water,Other organohalogens,SIMZ,,,µg/l,,1,0.005,0.005
20kmE306N162,Water,Metals,AS,,,µg/l,,3.5,1.7525,0.500714286
20kmE306N162,Water,Metals,CD,,,µg/l,,0.2,0.082687375,0.413436875
20kmE306N162,Water,Metals,CR,,,µg/l,,25,1.973125,0.078925
20kmE306N162,Water,Metals,CU,,,µg/l,,0.02,1.753749875,87.68749375
20kmE306N162,Water,Metals,NI,,,µg/l,,8.6,0.725,0.084302326
20kmE306N162,Water,Metals,PB,,,µg/l,,1.3,1.45375,1.118269231
20kmE306N162,Water,Metals,ZN,,,µg/l,,1,7.05,7.05
20kmE306N332,Water,Metals,AS,,,µg/l,,3.5,1.449090909,0.414025974
20kmE306N332,Water,Metals,CD,,,µg/l,,0.2,0.028636364,0.143181818
20kmE306N332,Water,Metals,CU,,,µg/l,,0.02,0.372727273,18.63636364
20kmE306N332,Water,Metals,NI,,,µg/l,,8.6,0.293181818,0.034090909
20kmE306N332,Water,Metals,PB,,,µg/l,,1.3,0.051818182,0.03986014
20kmE306N334,Water,PAHs,ANT,,,µg/l,,0.1,0.0025,0.025
20kmE306N334,Water,Metals,AS,,,µg/l,,3.5,1.350740741,0.385925926
20kmE306N334,Water,Other organohalogens,ATRZ,,,µg/l,,0.6,0.005,0.008333333
20kmE306N334,Water,PAHs,BAP,,,µg/l,,0.00017,0.001125,6.617647059
20kmE306N334,Water,MAHs,BENZ,,,µg/l,,8,0.025,0.003125
20kmE306N334,Water,Metals,CD,,,µg/l,,0.2,0.035740741,0.178703704
20kmE306N334,Water,Metals,CU,,,µg/l,,0.02,0.366481481,18.32407407
20kmE306N334,Water,Organochlorines,DCE,,,µg/l,,10,0.025,0.0025
20kmE306N334,Water,Organochlorines,DCM,,,µg/l,,20,0.025,0.00125
20kmE306N334,Water,Phthalates,DEHP,,,µg/l,,1.3,0.073958333,0.056891026
20kmE306N334,Water,Phthalates,DEHP,,,µg/l,,1.3,0.073958333,0.056891026
20kmE306N334,Water,Other organohalogens,DIURN,,,µg/l,,0.2,0.015,0.075
20kmE306N334,Water,PAHs,FLU,,,µg/l,,0.0063,0.0025,0.396825397
20kmE306N334,Water,PAHs,NAP,,,µg/l,,2,0.0025,0.00125
20kmE306N334,Water,Metals,NI,,,µg/l,,8.6,0.21,0.024418605
20kmE306N334,Water,Other organohalogens,NOPHE4,,,µg/l,,0.3,0.005,0.016666667
20kmE306N334,Water,Alkylphenols,OCPHE4,,,µg/l,,0.01,0.005,0.5
20kmE306N334,Water,Metals,PB,,,µg/l,,1.3,0.05,0.038461538
20kmE306N334,Water,Other organohalogens,SIMZ,,,µg/l,,1,0.005,0.005
20kmE306N344,Water,PAHs,ANT,,,µg/l,,0.1,0.002729167,0.027291667
20kmE306N344,Water,Metals,AS,,,µg/l,,3.5,0.812916667,0.232261905
20kmE306N344,Water,Other organohalogens,ATRZ,,,µg/l,,0.6,0.005,0.008333333
20kmE306N344,Water,PAHs,BAP,,,µg/l,,0.00017,0.003958333,23.28431373
20kmE306N344,Water,MAHs,BENZ,,,µg/l,,8,0.025,0.003125
20kmE306N344,Water,Metals,CD,,,µg/l,,0.2,0.015416667,0.077083333
20kmE306N344,Water,Metals,CU,,,µg/l,,0.02,0.925833333,46.29166667
20kmE306N344,Water,Organochlorines,DCE,,,µg/l,,10,0.025,0.0025
20kmE306N344,Water,Organochlorines,DCM,,,µg/l,,20,0.025,0.00125
20kmE306N344,Water,Phthalates,DEHP,,,µg/l,,1.3,0.088333333,0.067948718
20kmE306N344,Water,Phthalates,DEHP,,,µg/l,,1.3,0.088333333,0.067948718
20kmE306N344,Water,Other organohalogens,DIURN,,,µg/l,,0.2,0.015,0.075
20kmE306N344,Water,PAHs,FLU,,,µg/l,,0.0063,0.0058125,0.922619048
20kmE306N344,Water,PAHs,NAP,,,µg/l,,2,0.002604167,0.001302083
20kmE306N344,Water,Metals,NI,,,µg/l,,8.6,1.264166667,0.146996124
20kmE306N344,Water,Other organohalogens,NOPHE4,,,µg/l,,0.3,0.005,0.016666667
20kmE306N344,Water,Alkylphenols,OCPHE4,,,µg/l,,0.01,0.005,0.5
20kmE306N344,Water,Metals,PB,,,µg/l,,1.3,0.057083333,0.043910256
20kmE306N344,Water,Other organohalogens,SIMZ,,,µg/l,,1,0.005,0.005
20kmE306N350,Water,PAHs,ANT,,,µg/l,,0.1,0.002854167,0.028541667
20kmE306N350,Water,Metals,AS,,,µg/l,,3.5,1.098,0.313714286
20kmE306N350,Water,Other organohalogens,ATRZ,,,µg/l,,0.6,0.005,0.008333333
20kmE306N350,Water,PAHs,BAP,,,µg/l,,0.00017,0.001,5.882352941
20kmE306N350,Water,MAHs,BENZ,,,µg/l,,8,0.025,0.003125
20kmE306N350,Water,Metals,CD,,,µg/l,,0.2,0.0238,0.119
20kmE306N350,Water,Metals,CU,,,µg/l,,0.02,0.3298,16.49
20kmE306N350,Water,Organochlorines,DCE,,,µg/l,,10,0.025,0.0025
20kmE306N350,Water,Organochlorines,DCM,,,µg/l,,20,0.025,0.00125
20kmE306N350,Water,Phthalates,DEHP,,,µg/l,,1.3,0.111041667,0.085416667
20kmE306N350,Water,Phthalates,DEHP,,,µg/l,,1.3,0.111041667,0.085416667
20kmE306N350,Water,Other organohalogens,DIURN,,,µg/l,,0.2,0.015,0.075
20kmE306N350,Water,PAHs,FLU,,,µg/l,,0.0063,0.0025,0.396825397
20kmE306N350,Water,PAHs,NAP,,,µg/l,,2,0.0025,0.00125
20kmE306N350,Water,Metals,NI,,,µg/l,,8.6,0.2502,0.029093023
20kmE306N350,Water,Other organohalogens,NOPHE4,,,µg/l,,0.3,0.005,0.016666667
20kmE306N350,Water,Alkylphenols,OCPHE4,,,µg/l,,0.01,0.005,0.5
20kmE306N350,Water,Metals,PB,,,µg/l,,1.3,0.05894,0.045338462
20kmE306N350,Water,Other organohalogens,SIMZ,,,µg/l,,1,0.005,0.005
20kmE308N238,Water,PAHs,ANT,,,µg/l,,0.1,0.025,0.25
20kmE308N238,Water,Metals,AS,,,µg/l,,3.5,2.739411588,0.782689025
20kmE308N238,Water,PAHs,BAP,,,µg/l,,0.00017,0.002499643,14.70378151
20kmE308N238,Water,Metals,CD,,,µg/l,,0.2,0.058823,0.294115
20kmE308N238,Water,Organochlorines,CHCL3,,,µg/l,,2.5,1.342857,0.5371428
20kmE308N238,Water,Metals,CR,,,µg/l,,25,2.4924995,0.09969998
20kmE308N238,Water,Metals,CU,,,µg/l,,0.02,19.225,961.25
20kmE308N238,Water,PAHs,FLU,,,µg/l,,0.0063,0.003428214,0.544160998
20kmE308N238,Water,PAHs,NAP,,,µg/l,,2,0.025,0.0125
20kmE308N238,Water,Metals,NI,,,µg/l,,8.6,3.087646882,0.359028707
20kmE308N238,Water,Metals,PB,,,µg/l,,1.3,0.475881941,0.366063032
20kmE308N238,Water,Organotins,TBTIN,,,µg/l,,2.00E-04,0.000274,1.37
20kmE308N238,Water,Organochlorines,TECE,,,µg/l,,10,0.08,0.008
20kmE308N238,Water,Metals,ZN,,,µg/l,,1,6.621176294,6.621176294
20kmE308N334,Water,PAHs,ANT,,,µg/l,,0.1,0.0025,0.025
20kmE308N334,Water,Metals,AS,,,µg/l,,3.5,1.184888889,0.338539683
20kmE308N334,Water,Other organohalogens,ATRZ,,,µg/l,,0.6,0.005,0.008333333
20kmE308N334,Water,PAHs,BAP,,,µg/l,,0.00017,0.002625,15.44117647
20kmE308N334,Water,MAHs,BENZ,,,µg/l,,8,0.025,0.003125
20kmE308N334,Water,Metals,CD,,,µg/l,,0.2,0.038333333,0.191666667
20kmE308N334,Water,Metals,CU,,,µg/l,,0.02,0.440911111,22.04555556
20kmE308N334,Water,Organochlorines,DCE,,,µg/l,,10,0.025,0.0025
20kmE308N334,Water,Organochlorines,DCM,,,µg/l,,20,0.025,0.00125
20kmE308N334,Water,Phthalates,DEHP,,,µg/l,,1.3,0.03875,0.029807692
20kmE308N334,Water,Phthalates,DEHP,,,µg/l,,1.3,0.03875,0.029807692
20kmE308N334,Water,Other organohalogens,DIURN,,,µg/l,,0.2,0.015,0.075
20kmE308N334,Water,PAHs,FLU,,,µg/l,,0.0063,0.003895833,0.618386243
20kmE308N334,Water,PAHs,NAP,,,µg/l,,2,0.003166667,0.001583333
20kmE308N334,Water,Metals,NI,,,µg/l,,8.6,0.255444444,0.029702842
20kmE308N334,Water,Other organohalogens,NOPHE4,,,µg/l,,0.3,0.005,0.016666667
20kmE308N334,Water,Alkylphenols,OCPHE4,,,µg/l,,0.01,0.005,0.5
20kmE308N334,Water,Metals,PB,,,µg/l,,1.3,0.056222222,0.043247863
20kmE308N334,Water,Other organohalogens,SIMZ,,,µg/l,,1,0.005,0.005
20kmE308N362,Water,Metals,AS,,,µg/l,,3.5,1.335555556,0.381587302
20kmE308N362,Water,Metals,CD,,,µg/l,,0.2,0.024444444,0.122222222
20kmE308N362,Water,Metals,CU,,,µg/l,,0.02,0.382222222,19.11111111
20kmE308N362,Water,Metals,NI,,,µg/l,,8.6,0.271111111,0.031524548
20kmE308N362,Water,Metals,PB,,,µg/l,,1.3,0.094444444,0.072649573
20kmE310N238,Water,PAHs,ANT,,,µg/l,,0.1,0.025,0.25
20kmE310N238,Water,Metals,AS,,,µg/l,,3.5,0.9424995,0.269285571
20kmE310N238,Water,PAHs,BAP,,,µg/l,,0.00017,0.002499625,14.70367647
20kmE310N238,Water,Metals,CD,,,µg/l,,0.2,0.021874438,0.109372188
20kmE310N238,Water,Organochlorines,CHCL3,,,µg/l,,2.5,1.457142714,0.582857086
20kmE310N238,Water,Metals,CR,,,µg/l,,25,0.7,0.028
20kmE310N238,Water,Metals,CU,,,µg/l,,0.02,19.7,985
20kmE310N238,Water,PAHs,FLU,,,µg/l,,0.0063,0.002499625,0.396765873
20kmE310N238,Water,PAHs,NAP,,,µg/l,,2,0.025,0.0125
20kmE310N238,Water,Metals,NI,,,µg/l,,8.6,1.127499625,0.131104608
20kmE310N238,Water,Metals,PB,,,µg/l,,1.3,0.541249625,0.416345865
20kmE310N238,Water,Organotins,TBTIN,,,µg/l,,2.00E-04,0.000330238,1.6511875
20kmE310N238,Water,Organochlorines,TECE,,,µg/l,,10,0.08,0.008
20kmE310N238,Water,Metals,ZN,,,µg/l,,1,9.434999875,9.434999875
20kmE310N334,Water,Metals,AS,,,µg/l,,3.5,1.361111111,0.388888889
20kmE310N334,Water,Metals,CD,,,µg/l,,0.2,0.029444444,0.147222222
20kmE310N334,Water,Metals,CU,,,µg/l,,0.02,0.288333333,14.41666667
20kmE310N334,Water,Metals,NI,,,µg/l,,8.6,0.215555556,0.025064599
20kmE310N334,Water,Metals,PB,,,µg/l,,1.3,0.072444444,0.055726496
20kmE310N336,Water,PAHs,ANT,,,µg/l,,0.1,0.0025,0.025
20kmE310N336,Water,Metals,AS,,,µg/l,,3.5,0.344166667,0.098333333
20kmE310N336,Water,Other organohalogens,ATRZ,,,µg/l,,0.6,0.005,0.008333333
20kmE310N336,Water,PAHs,BAP,,,µg/l,,0.00017,0.001166667,6.862745098
20kmE310N336,Water,MAHs,BENZ,,,µg/l,,8,0.025,0.003125
20kmE310N336,Water,Metals,CD,,,µg/l,,0.2,0.025,0.125
20kmE310N336,Water,Metals,CU,,,µg/l,,0.02,0.621666667,31.08333333
20kmE310N336,Water,Organochlorines,DCE,,,µg/l,,10,0.025,0.0025
20kmE310N336,Water,Organochlorines,DCM,,,µg/l,,20,0.025,0.00125
20kmE310N336,Water,Phthalates,DEHP,,,µg/l,,1.3,0.025,0.019230769
20kmE310N336,Water,Phthalates,DEHP,,,µg/l,,1.3,0.025,0.019230769
20kmE310N336,Water,Other organohalogens,DIURN,,,µg/l,,0.2,0.015,0.075
20kmE310N336,Water,PAHs,FLU,,,µg/l,,0.0063,0.002708333,0.42989418
20kmE310N336,Water,PAHs,NAP,,,µg/l,,2,0.0025,0.00125
20kmE310N336,Water,Metals,NI,,,µg/l,,8.6,0.633333333,0.073643411
20kmE310N336,Water,Other organohalogens,NOPHE4,,,µg/l,,0.3,0.005,0.016666667
20kmE310N336,Water,Alkylphenols,OCPHE4,,,µg/l,,0.01,0.005,0.5
20kmE310N336,Water,Metals,PB,,,µg/l,,1.3,0.05,0.038461538
20kmE310N336,Water,Other organohalogens,SIMZ,,,µg/l,,1,0.005,0.005
20kmE312N336,Water,Metals,AS,,,µg/l,,3.5,1.5,0.428571429
20kmE312N336,Water,Metals,CD,,,µg/l,,0.2,0.024444444,0.122222222
20kmE312N336,Water,Metals,CU,,,µg/l,,0.02,0.318333333,15.91666667
20kmE312N336,Water,Metals,NI,,,µg/l,,8.6,0.179444444,0.020865633
20kmE312N336,Water,Metals,PB,,,µg/l,,1.3,0.041333333,0.031794872
20kmE312N360,Water,PAHs,ANT,,,µg/l,,0.1,0.0025,0.025
20kmE312N360,Water,Metals,AS,,,µg/l,,3.5,1.084285714,0.309795918
20kmE312N360,Water,Other organohalogens,ATRZ,,,µg/l,,0.6,0.005,0.008333333
20kmE312N360,Water,PAHs,BAP,,,µg/l,,0.00017,0.001,5.882352941
20kmE312N360,Water,MAHs,BENZ,,,µg/l,,8,0.025,0.003125
20kmE312N360,Water,Metals,CD,,,µg/l,,0.2,0.023571429,0.117857143
20kmE312N360,Water,Metals,CU,,,µg/l,,0.02,0.346952381,17.34761905
20kmE312N360,Water,Organochlorines,DCE,,,µg/l,,10,0.025,0.0025
20kmE312N360,Water,Organochlorines,DCM,,,µg/l,,20,0.025,0.00125
20kmE312N360,Water,Phthalates,DEHP,,,µg/l,,1.3,0.034583333,0.026602564
20kmE312N360,Water,Phthalates,DEHP,,,µg/l,,1.3,0.034583333,0.026602564
20kmE312N360,Water,Other organohalogens,DIURN,,,µg/l,,0.2,0.015,0.075
20kmE312N360,Water,PAHs,FLU,,,µg/l,,0.0063,0.0025,0.396825397
20kmE312N360,Water,PAHs,NAP,,,µg/l,,2,0.0025,0.00125
20kmE312N360,Water,Metals,NI,,,µg/l,,8.6,0.336904762,0.039174972
20kmE312N360,Water,Other organohalogens,NOPHE4,,,µg/l,,0.3,0.005,0.016666667
20kmE312N360,Water,Alkylphenols,OCPHE4,,,µg/l,,0.01,0.005,0.5
20kmE312N360,Water,Metals,PB,,,µg/l,,1.3,0.057619048,0.044322344
20kmE312N360,Water,Other organohalogens,SIMZ,,,µg/l,,1,0.005,0.005
20kmE312N362,Water,PAHs,ANT,,,µg/l,,0.1,0.0025,0.025
20kmE312N362,Water,Metals,AS,,,µg/l,,3.5,1.190227273,0.340064935
20kmE312N362,Water,Other organohalogens,ATRZ,,,µg/l,,0.6,0.005,0.008333333
20kmE312N362,Water,PAHs,BAP,,,µg/l,,0.00017,0.001,5.882352941
20kmE312N362,Water,MAHs,BENZ,,,µg/l,,8,0.025,0.003125
20kmE312N362,Water,Metals,CD,,,µg/l,,0.2,0.023636364,0.118181818
20kmE312N362,Water,Metals,CU,,,µg/l,,0.02,0.270818182,13.54090909
20kmE312N362,Water,Organochlorines,DCE,,,µg/l,,10,0.025,0.0025
20kmE312N362,Water,Organochlorines,DCM,,,µg/l,,20,0.025,0.00125
20kmE312N362,Water,Phthalates,DEHP,,,µg/l,,1.3,0.037083333,0.028525641
20kmE312N362,Water,Phthalates,DEHP,,,µg/l,,1.3,0.037083333,0.028525641
20kmE312N362,Water,Other organohalogens,DIURN,,,µg/l,,0.2,0.015,0.075
20kmE312N362,Water,PAHs,FLU,,,µg/l,,0.0063,0.0025,0.396825397
20kmE312N362,Water,PAHs,NAP,,,µg/l,,2,0.0025,0.00125
20kmE312N362,Water,Metals,NI,,,µg/l,,8.6,0.272545455,0.031691332
20kmE312N362,Water,Other organohalogens,NOPHE4,,,µg/l,,0.3,0.005,0.016666667
20kmE312N362,Water,Alkylphenols,OCPHE4,,,µg/l,,0.01,0.005,0.5
20kmE312N362,Water,Metals,PB,,,µg/l,,1.3,0.055454545,0.042657343
20kmE312N362,Water,Other organohalogens,SIMZ,,,µg/l,,1,0.005,0.005
20kmE314N362,Water,PAHs,ANT,,,µg/l,,0.1,0.003625,0.03625
20kmE314N362,Water,Metals,AS,,,µg/l,,3.5,0.560833333,0.160238095
20kmE314N362,Water,Other organohalogens,ATRZ,,,µg/l,,0.6,0.005,0.008333333
20kmE314N362,Water,PAHs,BAP,,,µg/l,,0.00017,0.001,5.882352941
20kmE314N362,Water,MAHs,BENZ,,,µg/l,,8,0.025,0.003125
20kmE314N362,Water,Metals,CD,,,µg/l,,0.2,0.024583333,0.122916667
20kmE314N362,Water,Metals,CU,,,µg/l,,0.02,1.374416667,68.72083333
20kmE314N362,Water,Organochlorines,DCE,,,µg/l,,10,0.025,0.0025
20kmE314N362,Water,Organochlorines,DCM,,,µg/l,,20,0.03125,0.0015625
20kmE314N362,Water,Phthalates,DEHP,,,µg/l,,1.3,0.044166667,0.033974359
20kmE314N362,Water,Phthalates,DEHP,,,µg/l,,1.3,0.044166667,0.033974359
20kmE314N362,Water,Other organohalogens,DIURN,,,µg/l,,0.2,0.015,0.075
20kmE314N362,Water,PAHs,FLU,,,µg/l,,0.0063,0.0025,0.396825397
20kmE314N362,Water,PAHs,NAP,,,µg/l,,2,0.0025,0.00125
20kmE314N362,Water,Metals,NI,,,µg/l,,8.6,1.291166667,0.150135659
20kmE314N362,Water,Other organohalogens,NOPHE4,,,µg/l,,0.3,0.005,0.016666667
20kmE314N362,Water,Alkylphenols,OCPHE4,,,µg/l,,0.01,0.005,0.5
20kmE314N362,Water,Metals,PB,,,µg/l,,1.3,0.090833333,0.069871795
20kmE314N362,Water,Other organohalogens,SIMZ,,,µg/l,,1,0.005,0.005
20kmE314N364,Water,Metals,AS,,,µg/l,,3.5,1.304705882,0.372773109
20kmE314N364,Water,Metals,CD,,,µg/l,,0.2,0.026764706,0.133823529
20kmE314N364,Water,Metals,CU,,,µg/l,,0.02,0.316470588,15.82352941
20kmE314N364,Water,Metals,NI,,,µg/l,,8.6,0.194705882,0.022640219
20kmE314N364,Water,Metals,PB,,,µg/l,,1.3,0.082,0.063076923
20kmE314N366,Water,PAHs,ANT,,,µg/l,,0.1,0.0025,0.025
20kmE314N366,Water,Metals,AS,,,µg/l,,3.5,1.14125,0.326071429
20kmE314N366,Water,Other organohalogens,ATRZ,,,µg/l,,0.6,0.005,0.008333333
20kmE314N366,Water,PAHs,BAP,,,µg/l,,0.00017,0.001,5.882352941
20kmE314N366,Water,MAHs,BENZ,,,µg/l,,8,0.025,0.003125
20kmE314N366,Water,Metals,CD,,,µg/l,,0.2,0.02303125,0.11515625
20kmE314N366,Water,Metals,CU,,,µg/l,,0.02,0.38790625,19.3953125
20kmE314N366,Water,Organochlorines,DCE,,,µg/l,,10,0.025,0.0025
20kmE314N366,Water,Organochlorines,DCM,,,µg/l,,20,0.025,0.00125
20kmE314N366,Water,Phthalates,DEHP,,,µg/l,,1.3,0.03025,0.023269231
20kmE314N366,Water,Phthalates,DEHP,,,µg/l,,1.3,0.03025,0.023269231
20kmE314N366,Water,Other organohalogens,DIURN,,,µg/l,,0.2,0.015,0.075
20kmE314N366,Water,PAHs,FLU,,,µg/l,,0.0063,0.0025,0.396825397
20kmE314N366,Water,PAHs,NAP,,,µg/l,,2,0.0025,0.00125
20kmE314N366,Water,Metals,NI,,,µg/l,,8.6,0.1734375,0.020167151
20kmE314N366,Water,Other organohalogens,NOPHE4,,,µg/l,,0.3,0.005,0.016666667
20kmE314N366,Water,Alkylphenols,OCPHE4,,,µg/l,,0.01,0.005,0.5
20kmE314N366,Water,Metals,PB,,,µg/l,,1.3,0.058778125,0.045213942
20kmE314N366,Water,Other organohalogens,SIMZ,,,µg/l,,1,0.005,0.005
20kmE314N368,Water,PAHs,ANT,,,µg/l,,0.1,0.0025,0.025
20kmE314N368,Water,Metals,AS,,,µg/l,,3.5,1.294677419,0.369907834
20kmE314N368,Water,Other organohalogens,ATRZ,,,µg/l,,0.6,0.005,0.008333333
20kmE314N368,Water,PAHs,BAP,,,µg/l,,0.00017,0.001,5.882352941
20kmE314N368,Water,MAHs,BENZ,,,µg/l,,8,0.025,0.003125
20kmE314N368,Water,Metals,CD,,,µg/l,,0.2,0.025322581,0.126612903
20kmE314N368,Water,Metals,CU,,,µg/l,,0.02,0.212258065,10.61290323
20kmE314N368,Water,Organochlorines,DCE,,,µg/l,,10,0.025,0.0025
20kmE314N368,Water,Organochlorines,DCM,,,µg/l,,20,0.025,0.00125
20kmE314N368,Water,Phthalates,DEHP,,,µg/l,,1.3,0.033076923,0.025443787
20kmE314N368,Water,Phthalates,DEHP,,,µg/l,,1.3,0.033076923,0.025443787
20kmE314N368,Water,Other organohalogens,DIURN,,,µg/l,,0.2,0.015,0.075
20kmE314N368,Water,PAHs,FLU,,,µg/l,,0.0063,0.0025,0.396825397
20kmE314N368,Water,PAHs,NAP,,,µg/l,,2,0.0025,0.00125
20kmE314N368,Water,Metals,NI,,,µg/l,,8.6,0.15516129,0.018042011
20kmE314N368,Water,Other organohalogens,NOPHE4,,,µg/l,,0.3,0.005,0.016666667
20kmE314N368,Water,Alkylphenols,OCPHE4,,,µg/l,,0.01,0.005,0.5
20kmE314N368,Water,Metals,PB,,,µg/l,,1.3,0.066774194,0.051364764
20kmE314N368,Water,Other organohalogens,SIMZ,,,µg/l,,1,0.005,0.005
20kmE316N336,Water,PAHs,ANT,,,µg/l,,0.1,0.0025,0.025
20kmE316N336,Water,Metals,AS,,,µg/l,,3.5,1.283571429,0.366734694
20kmE316N336,Water,Other organohalogens,ATRZ,,,µg/l,,0.6,0.005,0.008333333
20kmE316N336,Water,PAHs,BAP,,,µg/l,,0.00017,0.002388889,14.05228758
20kmE316N336,Water,MAHs,BENZ,,,µg/l,,8,0.025,0.003125
20kmE316N336,Water,Metals,CD,,,µg/l,,0.2,0.023904762,0.11952381
20kmE316N336,Water,Metals,CU,,,µg/l,,0.02,0.514059524,25.70297619
20kmE316N336,Water,Organochlorines,DCE,,,µg/l,,10,0.025,0.0025
20kmE316N336,Water,Organochlorines,DCM,,,µg/l,,20,0.025,0.00125
20kmE316N336,Water,Phthalates,DEHP,,,µg/l,,1.3,0.025,0.019230769
20kmE316N336,Water,Phthalates,DEHP,,,µg/l,,1.3,0.025,0.019230769
20kmE316N336,Water,Other organohalogens,DIURN,,,µg/l,,0.2,0.015,0.075
20kmE316N336,Water,PAHs,FLU,,,µg/l,,0.0063,0.004,0.634920635
20kmE316N336,Water,PAHs,NAP,,,µg/l,,2,0.0025,0.00125
20kmE316N336,Water,Metals,NI,,,µg/l,,8.6,0.443095238,0.051522702
20kmE316N336,Water,Other organohalogens,NOPHE4,,,µg/l,,0.3,0.005,0.016666667
20kmE316N336,Water,Alkylphenols,OCPHE4,,,µg/l,,0.01,0.005,0.5
20kmE316N336,Water,Metals,PB,,,µg/l,,1.3,0.050285714,0.038681319
20kmE316N336,Water,Other organohalogens,SIMZ,,,µg/l,,1,0.005,0.005
20kmE316N338,Water,PAHs,ANT,,,µg/l,,0.1,0.002645833,0.026458333
